,Player,Role,Price,Team,Year,Origin,Retained,C/U/A
101,Rahul Tewatia,All-Rounder,9.0,GT,2023,Indian,Yes,Capped
102,Shubman Gill,Batter,8.0,GT,2023,Indian,Yes,Capped
103,Mohammad Shami,Bowler,6.25,GT,2023,Indian,Yes,Capped
104,Shivam Mavi,Bowler,6.0,GT,2023,Indian,No,Uncapped
105,Josh Little,Bowler,4.4,GT,2023,Overseas,No,Capped
106,Yash Dayal,Bowler,3.2,GT,2023,Indian,Yes,Uncapped
107,Sai Kishore,All-Rounder,3.0,GT,2023,Indian,Yes,Uncapped
108,David Miller,Batter,3.0,GT,2023,Overseas,Yes,Capped
109,Abhinav Manohar,Batter,2.6,GT,2023,Indian,Yes,Uncapped
110,Alzarri Joseph,Bowler,2.4,GT,2023,Overseas,Yes,Capped
111,Matthew Wade,Wicket-Keeper,2.4,GT,2023,Overseas,Yes,Capped
112,Kane Williamson,Batter,2.0,GT,2023,Overseas,No,Capped
113,Wriddhiman Saha,Wicket-Keeper,1.9,GT,2023,Indian,Yes,Capped
114,Jayant Yadav,Bowler,1.7,GT,2023,Indian,Yes,Capped
115,Vijay Shankar,All-Rounder,1.4,GT,2023,Indian,Yes,Capped
116,Srikar Bharat,Wicket-Keeper,1.2,GT,2023,Indian,No,Uncapped
117,Mohit Sharma,Bowler,0.5,GT,2023,Indian,No,Capped
118,Odean Smith,All-Rounder,0.5,GT,2023,Overseas,No,Capped
119,Noor Ahmad,Bowler,0.3,GT,2023,Overseas,Yes,Capped
120,Darshan Nalkande,Bowler,0.2,GT,2023,Indian,Yes,Uncapped
121,Urvil Patel,Wicket-Keeper,0.2,GT,2023,Indian,No,Uncapped
122,Sai Sudharsan,Batter,0.2,GT,2023,Indian,Yes,Uncapped
123,Pradeep Sangwan,Bowler,0.2,GT,2023,Indian,Yes,Capped
124,Andre Russell,All-Rounder,16.0,KKR,2023,Overseas,Yes,Capped
125,Shreyas Iyer,Batter,12.25,KKR,2023,Indian,Yes,Capped
126,Varun Chakaravarthy,Bowler,12.0,KKR,2023,Indian,Yes,Capped
127,Shardul Thakur,Bowler,10.75,KKR,2023,Indian,Yes,Capped
128,Lockie Ferguson,Bowler,10.0,KKR,2023,Overseas,Yes,Capped
129,Venkatesh Iyer,All-Rounder,8.0,KKR,2023,Indian,Yes,Capped
130,Nitish Rana,Batter,8.0,KKR,2023,Indian,Yes,Uncapped
131,Sunil Narine,All-Rounder,6.0,KKR,2023,Overseas,Yes,Capped
132,Umesh Yadav,Bowler,2.0,KKR,2023,Indian,Yes,Capped
133,Shakib Al Hasan,All-Rounder,1.5,KKR,2023,Overseas,No,Capped
134,Tim Southee,Bowler,1.5,KKR,2023,Overseas,Yes,Capped
135,David Wiese,All-Rounder,1.0,KKR,2023,Overseas,No,Associate
136,Narayan Jagadeesan,Wicket-Keeper,0.9,KKR,2023,Indian,No,Uncapped
137,Vaibhav Arora,Bowler,0.6,KKR,2023,Indian,No,Uncapped
138,Rinku Singh,Batter,0.55,KKR,2023,Indian,Yes,Uncapped
139,Mandeep Singh,Batter,0.5,KKR,2023,Indian,No,Capped
140,Litton Das,Wicket-Keeper,0.5,KKR,2023,Overseas,No,Capped
141,Rahmanullah Gurbaz,Wicket-Keeper,0.5,KKR,2023,Overseas,Yes,Capped
142,Suyash Sharma,Bowler,0.2,KKR,2023,Indian,No,Uncapped
143,Harshit Rana,Bowler,0.2,KKR,2023,Indian,Yes,Uncapped
144,Anukul Roy,All-Rounder,0.2,KKR,2023,Indian,Yes,Uncapped
145,Kulwant Khejroliya,Bowler,0.2,KKR,2023,Indian,No,Uncapped
146,Sam Curran,All-Rounder,18.5,PBKS,2023,Overseas,No,Capped
147,Liam Livingstone,All-Rounder,11.5,PBKS,2023,Overseas,Yes,Capped
148,Kagiso Rabada,Bowler,9.25,PBKS,2023,Overseas,Yes,Capped
149,Shahrukh Khan,Batter,9.0,PBKS,2023,Indian,Yes,Uncapped
150,Shikhar Dhawan,Batter,8.25,PBKS,2023,Indian,Yes,Capped
151,Jonny Bairstow,Wicket-Keeper,6.75,PBKS,2023,Overseas,Yes,Capped
152,Rahul Chahar,Bowler,5.25,PBKS,2023,Indian,Yes,Capped
153,Arshdeep Singh,Bowler,4.0,PBKS,2023,Indian,Yes,Capped
154,Harpreet Brar,Bowler,3.8,PBKS,2023,Indian,Yes,Uncapped
155,Raj Bawa,All-Rounder,2.0,PBKS,2023,Indian,Yes,Uncapped
156,Nathan Ellis,Bowler,0.75,PBKS,2023,Overseas,Yes,Capped
157,Prabhsimran Singh,Wicket-Keeper,0.6,PBKS,2023,Indian,Yes,Uncapped
158,Rishi Dhawan,All-Rounder,0.55,PBKS,2023,Indian,Yes,Capped
159,Sikandar Raza,All-Rounder,0.5,PBKS,2023,Overseas,No,Capped
160,Bhanuka Rajapaksa,Batter,0.5,PBKS,2023,Overseas,Yes,Capped
161,Harpreet Singh Bhatia,Batter,0.4,PBKS,2023,Indian,No,Uncapped
162,Atharva Taide,Batter,0.2,PBKS,2023,Indian,Yes,Uncapped
163,Mohit Rathee,All-Rounder,0.2,PBKS,2023,Indian,No,Uncapped
164,Shivam Singh,All-Rounder,0.2,PBKS,2023,Indian,No,Uncapped
165,Vidhwath Kaverappa,Bowler,0.2,PBKS,2023,Indian,No,Uncapped
166,Jitesh Sharma,Wicket-Keeper,0.2,PBKS,2023,Indian,Yes,Uncapped
167,Baltej Singh,Bowler,0.2,PBKS,2023,Indian,Yes,Uncapped
168,Sanju Samson,Wicket-Keeper,14.0,RR,2023,Indian,Yes,Capped
169,Prasidh Krishna,Bowler,10.0,RR,2023,Indian,Yes,Capped
170,Jos Buttler,Wicket-Keeper,10.0,RR,2023,Overseas,Yes,Capped
171,Shimron Hetmyer,Batter,8.5,RR,2023,Overseas,Yes,Capped
172,Trent Boult,Bowler,8.0,RR,2023,Overseas,Yes,Capped
173,Devdutt Padikkal,Batter,7.75,RR,2023,Indian,Yes,Capped
174,Yuzvendra Chahal,Bowler,6.5,RR,2023,Indian,Yes,Capped
175,Jason Holder,All-Rounder,5.75,RR,2023,Overseas,No,Capped
176,Ravichandran Ashwin,All-Rounder,5.0,RR,2023,Indian,Yes,Capped
177,Yashasvi Jaiswal,Batter,4.0,RR,2023,Indian,Yes,Uncapped
178,Riyan Parag,Batter,3.8,RR,2023,Indian,Yes,Uncapped
179,Navdeep Saini,Bowler,2.6,RR,2023,Indian,Yes,Capped
180,Adam Zampa,Bowler,1.5,RR,2023,Overseas,No,Capped
181,Joe Root,Batter,1.0,RR,2023,Overseas,No,Capped
182,Obed McCoy,Bowler,0.75,RR,2023,Overseas,Yes,Capped
183,D Ferreira,Wicket-Keeper,0.5,RR,2023,Overseas,No,Uncapped
184,KM Asif,Bowler,0.3,RR,2023,Indian,No,Uncapped
185,KC Cariappa,Bowler,0.3,RR,2023,Indian,Yes,Uncapped
186,Kuldeep Sen,Bowler,0.2,RR,2023,Indian,Yes,Uncapped
187,Dhruv Jurel,Wicket-Keeper,0.2,RR,2023,Indian,Yes,Uncapped
188,Kunal Singh Rathore,Wicket-Keeper,0.2,RR,2023,Indian,No,Uncapped
189,Abdul Basith,All-Rounder,0.2,RR,2023,Indian,No,Uncapped
190,Akash Vasisht,All-Rounder,0.2,RR,2023,Indian,No,Uncapped
191,Murugan Ashwin,Bowler,0.2,RR,2023,Indian,No,Uncapped
192,Virat Kohli,Batter,15.0,RCB,2023,Indian,Yes,Capped
193,Glenn Maxwell,All-Rounder,11.0,RCB,2023,Overseas,Yes,Capped
194,Harshal Patel,Bowler,10.75,RCB,2023,Indian,Yes,Capped
195,Wanindu Hasaranga,All-Rounder,10.75,RCB,2023,Overseas,Yes,Capped
196,Josh Hazlewood,Bowler,7.75,RCB,2023,Overseas,Yes,Capped
197,Faf du Plessis,Batter,7.0,RCB,2023,Overseas,Yes,Capped
198,Mohammed Siraj,Bowler,7.0,RCB,2023,Indian,Yes,Capped
199,Dinesh Karthik,Wicket-Keeper,5.5,RCB,2023,Indian,Yes,Capped
200,Anuj Rawat,Wicket-Keeper,3.4,RCB,2023,Indian,Yes,Uncapped
201,Will Jacks,Batter,3.2,RCB,2023,Overseas,No,Capped
202,Shahbaz Ahmed,All-Rounder,2.4,RCB,2023,Indian,Yes,Uncapped
203,David Willey,Bowler,2.0,RCB,2023,Overseas,Yes,Capped
204,Reece Topley,Bowler,1.9,RCB,2023,Overseas,No,Capped
205,Mahipal Lomror,All-Rounder,0.95,RCB,2023,Indian,Yes,Uncapped
206,Finn Allen,Batter,0.8,RCB,2023,Overseas,Yes,Capped
207,Siddarth Kaul,Bowler,0.75,RCB,2023,Indian,Yes,Capped
208,Rajan Kumar,Bowler,0.7,RCB,2023,Indian,No,Uncapped
209,Avinash Singh,Bowler,0.6,RCB,2023,Indian,No,Uncapped
210,Karn Sharma,Bowler,0.5,RCB,2023,Indian,Yes,Capped
211,Suyash Prabhudessai,Batter,0.3,RCB,2023,Indian,Yes,Uncapped
212,Sonu Yadav,All-Rounder,0.2,RCB,2023,Indian,No,Uncapped
213,Manoj Bhandage,All-Rounder,0.2,RCB,2023,Indian,No,Uncapped
214,Akash Deep,Bowler,0.2,RCB,2023,Indian,Yes,Uncapped
215,Himanshu Sharma,Bowler,0.2,RCB,2023,Indian,No,Uncapped
216,Rajat Patidar,Batter,0.2,RCB,2023,Indian,Yes,Uncapped
217,Harry Brook,Batter,13.25,SRH,2023,Overseas,No,Capped
218,Washington Sundar,All-Rounder,8.75,SRH,2023,Indian,Yes,Capped
219,Rahul Tripathi,Batter,8.5,SRH,2023,Indian,Yes,Capped
220,Mayank Agarwal,Batter,8.25,SRH,2023,Indian,No,Capped
221,Abhishek Sharma,All-Rounder,6.5,SRH,2023,Indian,Yes,Uncapped
222,Heinrich Klaasen,Wicket-Keeper,5.25,SRH,2023,Overseas,No,Capped
223,Bhuvneshwar Kumar,Bowler,4.2,SRH,2023,Indian,Yes,Capped
224,Marco Jansen,Bowler,4.2,SRH,2023,Overseas,Yes,Capped
225,Abdul Samad,Batter,4.0,SRH,2023,Indian,Yes,Uncapped
226,Umran Malik,Bowler,4.0,SRH,2023,Indian,Yes,Capped
227,T Natarajan,Bowler,4.0,SRH,2023,Indian,Yes,Capped
228,Kartik Tyagi,Bowler,4.0,SRH,2023,Indian,Yes,Uncapped
229,Aiden Markram,Batter,2.6,SRH,2023,Overseas,Yes,Capped
230,Vivrant Sharma,All-Rounder,2.6,SRH,2023,Indian,No,Uncapped
231,Adil Rashid,Bowler,2.0,SRH,2023,Overseas,No,Capped
232,Mayank Dagar,All-Rounder,1.8,SRH,2023,Indian,No,Uncapped
233,Glenn Phillips,Wicket-Keeper,1.5,SRH,2023,Overseas,Yes,Capped
234,Akeal Hosein,Bowler,1.0,SRH,2023,Overseas,No,Capped
235,Mayank Markande,Bowler,0.5,SRH,2023,Indian,No,Capped
236,Fazalhaq Farooqi,Bowler,0.5,SRH,2023,Overseas,Yes,Capped
237,Upendra Yadav,Wicket-Keeper,0.25,SRH,2023,Indian,No,Uncapped
238,Sanvir Singh,All-Rounder,0.2,SRH,2023,Indian,No,Uncapped
239,Samarth Vyas,All-Rounder,0.2,SRH,2023,Indian,No,Uncapped
240,Nitish Kumar Reddy,Wicket-Keeper,0.2,SRH,2023,Indian,No,Uncapped
241,Anmolpreet Singh,Batter,0.2,SRH,2023,Indian,No,Uncapped
0,Ravindra Jadeja,All-Rounder,16.0,CSK,2024,Indian,Yes,Capped
1,Daryl Mitchell,All-Rounder,14.0,CSK,2024,Overseas,No,Capped
2,Deepak Chahar,Bowler,14.0,CSK,2024,Indian,Yes,Capped
3,MS Dhoni,Wicket-Keeper,12.0,CSK,2024,Indian,Yes,Capped
4,Sameer Rizvi,Batter,8.4,CSK,2024,Indian,No,Uncapped
5,Ruturaj Gaikwad,Batter,8.0,CSK,2024,Indian,Yes,Capped
6,Moeen Ali,All-Rounder,6.0,CSK,2024,Overseas,Yes,Capped
7,Shivam Dube,All-Rounder,4.0,CSK,2024,Indian,Yes,Capped
8,Shardul Thakur,All-Rounder,4.0,CSK,2024,Indian,No,Capped
9,Mustafizur Rahman,Bowler,2.0,CSK,2024,Overseas,No,Capped
10,Mitchell Santner,All-Rounder,1.9,CSK,2024,Overseas,Yes,Capped
11,Rachin Ravindra,All-Rounder,1.8,CSK,2024,Overseas,No,Capped
12,Rajvardhan Hangargekar,Bowler,1.5,CSK,2024,Indian,Yes,Uncapped
13,Prashant Solanki,Bowler,1.2,CSK,2024,Indian,Yes,Uncapped
14,Devon Conway,Wicket-Keeper,1.0,CSK,2024,Overseas,Yes,Capped
15,Maheesh Theekshana,Bowler,0.7,CSK,2024,Overseas,Yes,Capped
16,Nishant Sindhu,All-Rounder,0.6,CSK,2024,Indian,Yes,Uncapped
17,Ajinkya Rahane,Batter,0.5,CSK,2024,Indian,Yes,Capped
18,Matheesha Pathirana,Bowler,0.2,CSK,2024,Overseas,Yes,Capped
19,Shaik Rasheed,Batter,0.2,CSK,2024,Indian,Yes,Uncapped
20,Ajay Mandal,All-Rounder,0.2,CSK,2024,Indian,Yes,Uncapped
21,Simarjeet Singh,Bowler,0.2,CSK,2024,Indian,Yes,Uncapped
22,Mukesh Choudhary,Bowler,0.2,CSK,2024,Indian,Yes,Uncapped
23,Tushar Deshpande,Bowler,0.2,CSK,2024,Indian,Yes,Uncapped
24,Aravelly Rao,Wicket-Keeper,0.2,CSK,2024,Indian,No,Uncapped
25,Rishabh Pant,Wicket-Keeper,16.0,DC,2024,Indian,Yes,Capped
26,Axar Patel,All-Rounder,12.0,DC,2024,Indian,Yes,Capped
27,Prithvi Shaw,Batter,8.0,DC,2024,Indian,Yes,Capped
28,Kumar Kushagra,Wicket-Keeper,7.2,DC,2024,Indian,No,Uncapped
29,Mitchell Marsh,All-Rounder,6.5,DC,2024,Overseas,Yes,Capped
30,Anrich Nortje,Bowler,6.5,DC,2024,Overseas,Yes,Capped
31,David Warner,Batter,6.25,DC,2024,Overseas,Yes,Capped
32,Mukesh Kumar,Bowler,5.5,DC,2024,Indian,Yes,Capped
33,Khaleel Ahmed,Bowler,5.25,DC,2024,Indian,Yes,Capped
34,Jhye Richardson,Bowler,5.0,DC,2024,Overseas,No,Capped
35,Harry Brook,Batter,4.0,DC,2024,Overseas,No,Capped
36,Kuldeep Yadav,Bowler,2.0,DC,2024,Indian,Yes,Capped
37,Sumit Kumar,All-Rounder,1.0,DC,2024,Indian,No,Uncapped
38,Shai Hope,Wicket-Keeper,0.75,DC,2024,Overseas,No,Capped
39,Lalit Yadav,All-Rounder,0.65,DC,2024,Indian,Yes,Uncapped
40,Ishant Sharma,Bowler,0.5,DC,2024,Indian,Yes,Capped
41,Lungi Ngidi,Bowler,0.5,DC,2024,Overseas,Yes,Capped
42,Pravin Dubey,Bowler,0.5,DC,2024,Indian,Yes,Uncapped
43,Yash Dhull,Batter,0.5,DC,2024,Indian,Yes,Uncapped
44,Tristan Stubbs,Wicket-Keeper,0.5,DC,2024,Overseas,No,Capped
45,Rasikh Dar,Bowler,0.2,DC,2024,Indian,No,Uncapped
46,Abishek Porel,Wicket-Keeper,0.2,DC,2024,Indian,Yes,Uncapped
47,Vicky Ostwal,Bowler,0.2,DC,2024,Indian,Yes,Uncapped
48,Ricky Bhui,Wicket-Keeper,0.2,DC,2024,Indian,No,Uncapped
49,Swastik Chikara,Batter,0.2,DC,2024,Indian,No,Uncapped
50,Rohit Sharma,Batter,16.0,MI,2024,Indian,Yes,Capped
51,Ishan Kishan,Wicket-Keeper,15.25,MI,2024,Indian,Yes,Capped
52,Hardik Pandya,All-Rounder,15.0,MI,2024,Indian,No,Capped
53,Jasprit Bumrah,Bowler,12.0,MI,2024,Indian,Yes,Capped
54,Tim David,Batter,8.25,MI,2024,Overseas,Yes,Capped
55,Suryakumar Yadav,Batter,8.0,MI,2024,Indian,Yes,Capped
56,Gerald Coetzee,All-Rounder,5.0,MI,2024,Overseas,No,Capped
57,Nuwan Thushara,Bowler,4.8,MI,2024,Overseas,No,Capped
58,Dilshan Madushanka,Bowler,4.6,MI,2024,Overseas,No,Capped
59,Dewald Brevis,All-Rounder,3.0,MI,2024,Overseas,Yes,Capped
60,Tilak Varma,Batter,1.7,MI,2024,Indian,Yes,Capped
61,Mohammad Nabi,All-Rounder,1.5,MI,2024,Overseas,No,Capped
62,Jason Behrendorff,Bowler,0.75,MI,2024,Overseas,Yes,Capped
63,Piyush Chawla,Bowler,0.5,MI,2024,Indian,Yes,Capped
64,Romario Shepherd,All-Rounder,0.5,MI,2024,Overseas,No,Capped
65,Arjun Tendulkar,Bowler,0.3,MI,2024,Indian,Yes,Uncapped
66,Shams Mulani,All-Rounder,0.2,MI,2024,Indian,Yes,Uncapped
67,Akash Madhwal,Bowler,0.2,MI,2024,Indian,Yes,Uncapped
68,Kumar Kartikeya,Bowler,0.2,MI,2024,Indian,Yes,Uncapped
69,Vishnu Vinod,Wicket-Keeper,0.2,MI,2024,Indian,Yes,Uncapped
70,Shivalik Sharma,All-Rounder,0.2,MI,2024,Indian,No,Uncapped
71,Naman Dhir,All-Rounder,0.2,MI,2024,Indian,No,Uncapped
72,Nehal Wadhera,All-Rounder,0.2,MI,2024,Indian,Yes,Uncapped
73,Anshul Kamboj,All-Rounder,0.2,MI,2024,Indian,No,Uncapped
74,Shreyas Gopal,Bowler,0.2,MI,2024,Indian,No,Uncapped
75,KL Rahul,Batter,17.0,LSG,2024,Indian,Yes,Capped
76,Nicholas Pooran,Wicket-Keeper,16.0,LSG,2024,Overseas,Yes,Capped
77,Marcus Stoinis,All-Rounder,10.0,LSG,2024,Overseas,Yes,Capped
78,Krunal Pandya,All-Rounder,8.25,LSG,2024,Indian,Yes,Capped
79,Devdutt Padikkal,Batter,7.75,LSG,2024,Indian,No,Capped
80,Mark Wood,Bowler,7.5,LSG,2024,Overseas,Yes,Capped
81,Quinton de Kock,Wicket-Keeper,6.75,LSG,2024,Overseas,Yes,Capped
82,Shivam Mavi,Bowler,6.4,LSG,2024,Indian,No,Capped
83,Deepak Hooda,All-Rounder,5.75,LSG,2024,Indian,Yes,Capped
84,Ravi Bishnoi,Bowler,4.0,LSG,2024,Indian,Yes,Capped
85,Manimaran Siddharth,Bowler,2.4,LSG,2024,Indian,No,Uncapped
86,David Willey,All-Rounder,2.0,LSG,2024,Overseas,No,Capped
87,Ashton Turner,Batter,1.0,LSG,2024,Overseas,No,Capped
88,Krishnappa Gowtham,All-Rounder,0.9,LSG,2024,Indian,Yes,Uncapped
89,Amit Mishra,Bowler,0.5,LSG,2024,Indian,Yes,Capped
90,Kyle Mayers,All-Rounder,0.5,LSG,2024,Overseas,Yes,Capped
91,Naveen-ul-Haq,Bowler,0.5,LSG,2024,Overseas,Yes,Capped
92,Yash Thakur,Bowler,0.45,LSG,2024,Indian,Yes,Uncapped
93,Mohsin Khan,Bowler,0.2,LSG,2024,Indian,Yes,Uncapped
94,Yudhvir Singh,All-Rounder,0.2,LSG,2024,Indian,Yes,Uncapped
95,Ayush Badoni,Batter,0.2,LSG,2024,Indian,Yes,Uncapped
96,Mayank Yadav,Bowler,0.2,LSG,2024,Indian,Yes,Uncapped
97,Arshad Khan,All-Rounder,0.2,LSG,2024,Indian,No,Uncapped
98,Prerak Mankad,All-Rounder,0.2,LSG,2024,Indian,Yes,Uncapped
99,Arshin Kulkarni,All-Rounder,0.2,LSG,2024,Indian,No,Uncapped
100,Rashid Khan,Bowler,15.0,GT,2024,Overseas,Yes,Capped
101,Spencer Johnson,Bowler,10.0,GT,2024,Overseas,No,Capped
102,Rahul Tewatia,All-Rounder,9.0,GT,2024,Indian,Yes,Capped
103,Shubman Gill,Batter,8.0,GT,2024,Indian,Yes,Capped
104,Shahrukh Khan,All-Rounder,7.4,GT,2024,Indian,No,Uncapped
105,Mohammed Shami,Bowler,6.25,GT,2024,Indian,Yes,Capped
106,Umesh Yadav,Bowler,5.8,GT,2024,Indian,No,Capped
107,Joshua Little,Bowler,4.4,GT,2024,Overseas,Yes,Capped
108,Robin Minz,Wicket-Keeper,3.6,GT,2024,Indian,No,Uncapped
109,Sai Kishore,Bowler,3.0,GT,2024,Indian,Yes,Capped
110,David Miller,Batter,3.0,GT,2024,Overseas,Yes,Capped
111,Abhinav Manohar,Batter,2.6,GT,2024,Indian,Yes,Uncapped
112,Matthew Wade,Wicket-Keeper,2.4,GT,2024,Overseas,Yes,Capped
113,Sushant Mishra,Bowler,2.2,GT,2024,Indian,No,Uncapped
114,Kane Williamson,Batter,2.0,GT,2024,Overseas,Yes,Capped
115,Wriddhiman Saha,Wicket-Keeper,1.9,GT,2024,Indian,Yes,Capped
116,Jayant Yadav,Bowler,1.7,GT,2024,Indian,Yes,Capped
117,Vijay Shankar,All-Rounder,1.4,GT,2024,Indian,Yes,Capped
118,Kartik Tyagi,Bowler,0.6,GT,2024,Indian,No,Uncapped
119,Mohit Sharma,Bowler,0.5,GT,2024,Indian,Yes,Capped
120,Azmatullah Omarzai,All-Rounder,0.5,GT,2024,Overseas,No,Capped
121,Noor Ahmad,Bowler,0.3,GT,2024,Overseas,Yes,Capped
122,Darshan Nalkande,Bowler,0.2,GT,2024,Indian,Yes,Uncapped
123,Manav Suthar,Bowler,0.2,GT,2024,Indian,No,Uncapped
124,Sai Sudharsan,Batter,0.2,GT,2024,Indian,Yes,Uncapped
125,Mitchell Starc,Bowler,24.75,KKR,2024,Overseas,No,Capped
126,Andre Russell,All-Rounder,16.0,KKR,2024,Overseas,Yes,Capped
127,Shreyas Iyer,Batter,12.25,KKR,2024,Indian,Yes,Capped
128,Varun Chakaravarthy,Bowler,12.0,KKR,2024,Indian,Yes,Capped
129,Nitish Rana,Batter,8.0,KKR,2024,Indian,Yes,Capped
130,Venkatesh Iyer,All-Rounder,8.0,KKR,2024,Indian,Yes,Capped
131,Sunil Narine,All-Rounder,6.0,KKR,2024,Overseas,Yes,Capped
132,Jason Roy,Batter,2.8,KKR,2024,Overseas,Yes,Capped
133,Mujeeb Ur Rahman,Bowler,2.0,KKR,2024,Overseas,No,Capped
134,Sherfane Rutherford,Batter,1.5,KKR,2024,Overseas,No,Capped
135,Gus Atkinson,Bowler,1.0,KKR,2024,Overseas,No,Capped
136,Vaibhav Arora,Bowler,0.6,KKR,2024,Indian,Yes,Uncapped
137,Rinku Singh,Batter,0.55,KKR,2024,Indian,Yes,Capped
138,Manish Pandey,Batter,0.5,KKR,2024,Indian,No,Capped
139,KS Bharat,Wicket-Keeper,0.5,KKR,2024,Indian,No,Capped
140,Chetan Sakariya,Bowler,0.5,KKR,2024,Indian,No,Capped
141,Rahmanullah Gurbaz,Wicket-Keeper,0.5,KKR,2024,Overseas,Yes,Capped
142,Angkrish Raghuvanshi,Batter,0.2,KKR,2024,Indian,No,Uncapped
143,Harshit Rana,Bowler,0.2,KKR,2024,Indian,Yes,Uncapped
144,Ramandeep Singh,All-Rounder,0.2,KKR,2024,Indian,No,Uncapped
145,Anukul Roy,All-Rounder,0.2,KKR,2024,Indian,Yes,Uncapped
146,Sakib Hussain,Bowler,0.2,KKR,2024,Indian,No,Uncapped
147,Suyash Sharma,Bowler,0.2,KKR,2024,Indian,Yes,Uncapped
148,Sam Curran,All-Rounder,18.5,PBKS,2024,Overseas,Yes,Capped
149,Harshal Patel,All-Rounder,11.75,PBKS,2024,Indian,No,Capped
150,Liam Livingstone,All-Rounder,11.5,PBKS,2024,Overseas,Yes,Capped
151,Kagiso Rabada,Bowler,9.25,PBKS,2024,Overseas,Yes,Capped
152,Shikhar Dhawan,Batter,8.25,PBKS,2024,Indian,Yes,Capped
153,Rilee Rossouw,Batter,8.0,PBKS,2024,Overseas,No,Capped
154,Jonny Bairstow,Wicket-Keeper,6.75,PBKS,2024,Overseas,Yes,Capped
155,Rahul Chahar,Bowler,5.25,PBKS,2024,Indian,Yes,Capped
156,Chris Woakes,All-Rounder,4.2,PBKS,2024,Overseas,No,Capped
157,Arshdeep Singh,Bowler,4.0,PBKS,2024,Indian,Yes,Capped
158,Harpreet Brar,Bowler,3.8,PBKS,2024,Indian,Yes,Uncapped
159,Nathan Ellis,Bowler,0.75,PBKS,2024,Overseas,Yes,Capped
160,Prabhsimran Singh,Wicket-Keeper,0.6,PBKS,2024,Indian,Yes,Uncapped
161,Rishi Dhawan,All-Rounder,0.55,PBKS,2024,Indian,Yes,Capped
162,Sikandar Raza,All-Rounder,0.5,PBKS,2024,Overseas,Yes,Capped
163,Harpreet Singh,Batter,0.4,PBKS,2024,Indian,Yes,Uncapped
164,Atharva Taide,Batter,0.2,PBKS,2024,Indian,Yes,Uncapped
165,Ashutosh Sharma,All-Rounder,0.2,PBKS,2024,Indian,No,Uncapped
166,Jitesh Sharma,Wicket-Keeper,0.2,PBKS,2024,Indian,Yes,Capped
167,Shashank Singh,All-Rounder,0.2,PBKS,2024,Indian,No,Uncapped
168,Prince Choudhary,Bowler,0.2,PBKS,2024,Indian,No,Uncapped
169,Shivam Singh,Batter,0.2,PBKS,2024,Indian,Yes,Uncapped
170,Vidwath Kaverappa,Bowler,0.2,PBKS,2024,Indian,Yes,Uncapped
171,Vishwapratap Singh,All-Rounder,0.2,PBKS,2024,Indian,No,Uncapped
172,Tanay Thyagarajan,All-Rounder,0.2,PBKS,2024,Indian,No,Uncapped
173,Sanju Samson,Wicket-Keeper,14.0,RR,2024,Indian,Yes,Capped
174,Jos Buttler,Wicket-Keeper,10.0,RR,2024,Overseas,Yes,Capped
175,Prasidh Krishna,Bowler,10.0,RR,2024,Indian,Yes,Capped
176,Avesh Khan,Bowler,10.0,RR,2024,Indian,No,Capped
177,Shimron Hetmyer,Batter,8.5,RR,2024,Overseas,Yes,Capped
178,Trent Boult,Bowler,8.0,RR,2024,Overseas,Yes,Capped
179,Rovman Powell,Batter,7.4,RR,2024,Overseas,No,Capped
180,Yuzvendra Chahal,Bowler,6.5,RR,2024,Indian,Yes,Capped
181,Shubham Dubey,Batter,5.8,RR,2024,Indian,No,Uncapped
182,Ravichandran Ashwin,All-Rounder,5.0,RR,2024,Indian,Yes,Capped
183,Yashasvi Jaiswal,Batter,4.0,RR,2024,Indian,Yes,Capped
184,Riyan Parag,All-Rounder,3.8,RR,2024,Indian,Yes,Uncapped
185,Navdeep Saini,Bowler,2.6,RR,2024,Indian,Yes,Capped
186,Adam Zampa,Bowler,1.5,RR,2024,Overseas,Yes,Capped
187,Sandeep Sharma,Bowler,0.5,RR,2024,Indian,Yes,Capped
188,Donovan Ferreira,Wicket-Keeper,0.5,RR,2024,Overseas,Yes,Uncapped
189,Nandre Burger,Bowler,0.5,RR,2024,Overseas,No,Uncapped
190,Tom Kohler-Cadmore,Wicket-Keeper,0.4,RR,2024,Overseas,No,Uncapped
191,Kuldeep Sen,Bowler,0.2,RR,2024,Indian,Yes,Uncapped
192,Dhruv Jurel,Wicket-Keeper,0.2,RR,2024,Indian,Yes,Uncapped
193,Abid Mushtaq,All-Rounder,0.2,RR,2024,Indian,No,Uncapped
194,Kunal Singh Rathore,Wicket-Keeper,0.2,RR,2024,Indian,Yes,Uncapped
195,Cameron Green,All-Rounder,17.5,RCB,2024,Overseas,No,Capped
196,Virat Kohli,Batter,15.0,RCB,2024,Indian,Yes,Capped
197,Alzarri Joseph,Bowler,11.5,RCB,2024,Overseas,No,Capped
198,Glenn Maxwell,All-Rounder,11.0,RCB,2024,Overseas,Yes,Capped
199,Mohammed Siraj,Bowler,7.0,RCB,2024,Indian,Yes,Capped
200,Faf du Plessis,Batter,7.0,RCB,2024,Overseas,Yes,Capped
201,Dinesh Karthik,Wicket-Keeper,5.5,RCB,2024,Indian,Yes,Capped
202,Yash Dayal,Bowler,5.0,RCB,2024,Indian,No,Uncapped
