,Player,Role,Price,Team,Year,Origin,Retained,C/U/A
203,Anuj Rawat,Wicket-Keeper,3.4,RCB,2024,Indian,Yes,Uncapped
204,Will Jacks,Batter,3.2,RCB,2024,Overseas,Yes,Capped
205,Lockie Ferguson,Bowler,2.0,RCB,2024,Overseas,No,Capped
206,Reece Topley,Bowler,1.9,RCB,2024,Overseas,Yes,Capped
207,Mayank Dagar,All-Rounder,1.8,RCB,2024,Indian,No,Uncapped
208,Tom Curran,All-Rounder,1.5,RCB,2024,Overseas,No,Capped
209,Mahipal Lomror,All-Rounder,0.95,RCB,2024,Indian,Yes,Uncapped
210,Rajan Kumar,Bowler,0.7,RCB,2024,Indian,Yes,Uncapped
211,Karn Sharma,Bowler,0.5,RCB,2024,Indian,Yes,Capped
212,Suyash Prabhudessai,Batter,0.3,RCB,2024,Indian,Yes,Uncapped
213,Vyshak Vijay Kumar,Bowler,0.2,RCB,2024,Indian,Yes,Uncapped
214,Akash Deep,Bowler,0.2,RCB,2024,Indian,Yes,Uncapped
215,Manoj Bhandage,All-Rounder,0.2,RCB,2024,Indian,Yes,Uncapped
216,Rajat Patidar,Batter,0.2,RCB,2024,Indian,Yes,Uncapped
217,Himanshu Sharma,Bowler,0.2,RCB,2024,Indian,Yes,Uncapped
218,Swapnil Singh,All-Rounder,0.2,RCB,2024,Indian,No,Uncapped
219,Pat Cummins,All-Rounder,20.5,SRH,2024,Overseas,No,Capped
220,Washington Sundar,All-Rounder,8.75,SRH,2024,Indian,Yes,Capped
221,Rahul Tripathi,Batter,8.5,SRH,2024,Indian,Yes,Capped
222,Mayank Agarwal,Batter,8.25,SRH,2024,Indian,Yes,Capped
223,Travis Head,Batter,6.8,SRH,2024,Overseas,No,Capped
224,Abhishek Sharma,All-Rounder,6.5,SRH,2024,Indian,Yes,Capped
225,Heinrich Klaasen,Wicket-Keeper,5.25,SRH,2024,Overseas,Yes,Capped
226,Marco Jansen,All-Rounder,4.2,SRH,2024,Overseas,Yes,Capped
227,Bhuvneshwar Kumar,Bowler,4.2,SRH,2024,Indian,Yes,Capped
228,Abdul Samad,Batter,4.0,SRH,2024,Indian,Yes,Uncapped
229,Umran Malik,Bowler,4.0,SRH,2024,Indian,Yes,Capped
230,T Natarajan,Bowler,4.0,SRH,2024,Indian,Yes,Capped
231,Aiden Markram,All-Rounder,2.6,SRH,2024,Overseas,Yes,Capped
232,Shahbaz Ahmed,All-Rounder,2.4,SRH,2024,Indian,No,Capped
233,Jaydev Unadkat,Bowler,1.6,SRH,2024,Indian,No,Capped
234,Wanindu Hasaranga,All-Rounder,1.5,SRH,2024,Overseas,No,Capped
235,Glenn Phillips,All-Rounder,1.5,SRH,2024,Overseas,Yes,Capped
236,Mayank Markande,Bowler,0.5,SRH,2024,Indian,Yes,Capped
237,Fazalhaq Farooqi,Bowler,0.5,SRH,2024,Overseas,Yes,Capped
238,Upendra Yadav,Wicket-Keeper,0.25,SRH,2024,Indian,Yes,Uncapped
239,Jhatavedh Subramanyan,Bowler,0.2,SRH,2024,Indian,No,Uncapped
240,Akash Singh,Bowler,0.2,SRH,2024,Indian,No,Uncapped
241,Nitish Kumar Reddy,Batter,0.2,SRH,2024,Indian,Yes,Uncapped
242,Sanvir Singh,All-Rounder,0.2,SRH,2024,Indian,Yes,Uncapped
243,Anmolpreet Singh,Batter,0.2,SRH,2024,Indian,Yes,Uncapped
0,Ravindra Jadeja,All-Rounder,18.0,CSK,2025,Indian,Yes,Capped
1,Ruturaj Gaikwad,Batter,18.0,CSK,2025,Indian,Yes,Capped
2,Matheesha Pathirana,Bowler,13.0,CSK,2025,Overseas,Yes,Capped
3,Shivam Dube,All-Rounder,12.0,CSK,2025,Indian,Yes,Capped
4,Noor Ahmad,Bowler,10.0,CSK,2025,Overseas,No,Capped
5,Ravichandran Ashwin,All-Rounder,9.75,CSK,2025,Indian,No,Capped
6,Devon Conway,Batter,6.25,CSK,2025,Overseas,No,Capped
7,Khaleel Ahmed,Bowler,4.8,CSK,2025,Indian,No,Capped
8,MS Dhoni,Wicket-Keeper,4.0,CSK,2025,Indian,Yes,Uncapped
9,Rachin Ravindra,All-Rounder,4.0,CSK,2025,Overseas,No,Capped
10,Rahul Tripathi,Batter,3.4,CSK,2025,Indian,No,Capped
11,Anshul Kamboj,All-Rounder,3.4,CSK,2025,Indian,No,Uncapped
12,Sam Curran,All-Rounder,2.4,CSK,2025,Overseas,No,Capped
13,Gurjapneet Singh,Bowler,2.2,CSK,2025,Indian,No,Uncapped
14,Nathan Ellis,Bowler,2.0,CSK,2025,Overseas,No,Capped
15,Deepak Hooda,All-Rounder,1.7,CSK,2025,Indian,No,Capped
16,Jamie Overton,All-Rounder,1.5,CSK,2025,Overseas,No,Capped
17,Vijay Shankar,All-Rounder,1.2,CSK,2025,Indian,No,Uncapped
18,Vansh Bedi,Wicket-Keeper,0.55,CSK,2025,Indian,No,Uncapped
19,Mukesh Choudhary,Bowler,0.3,CSK,2025,Indian,No,Uncapped
20,Shaik Rasheed,Batter,0.3,CSK,2025,Indian,No,Uncapped
21,Andre Siddharth,Batter,0.3,CSK,2025,Indian,No,Uncapped
22,Ramakrishna Ghosh,All-Rounder,0.3,CSK,2025,Indian,No,Uncapped
23,Kamlesh Nagarkoti,All-Rounder,0.3,CSK,2025,Indian,No,Uncapped
24,Shreyas Gopal,Bowler,0.3,CSK,2025,Indian,No,Uncapped
25,Axar Patel,All-Rounder,16.5,DC,2025,Indian,Yes,Capped
26,KL Rahul,Wicket-Keeper,14.0,DC,2025,Indian,No,Capped
27,Kuldeep Yadav,Bowler,13.25,DC,2025,Indian,Yes,Capped
28,Mitchell Starc,Bowler,11.75,DC,2025,Overseas,No,Capped
29,T Natarajan,Bowler,10.75,DC,2025,Indian,No,Capped
30,Tristan Stubbs,Wicket-Keeper,10.0,DC,2025,Overseas,Yes,Capped
31,Jake Fraser-McGurk,Batter,9.0,DC,2025,Overseas,No,Capped
32,Mukesh Kumar,Bowler,8.0,DC,2025,Indian,No,Capped
33,Harry Brook,Batter,6.25,DC,2025,Overseas,No,Capped
34,Abishek Porel,Wicket-Keeper,4.0,DC,2025,Indian,Yes,Uncapped
35,Ashutosh Sharma,All-Rounder,3.8,DC,2025,Indian,No,Uncapped
36,Mohit Sharma,Bowler,2.2,DC,2025,Indian,No,Uncapped
37,Faf du Plessis,Batter,2.0,DC,2025,Overseas,No,Capped
38,Sameer Rizvi,All-Rounder,0.95,DC,2025,Indian,No,Uncapped
39,Dushmantha Chameera,Bowler,0.75,DC,2025,Overseas,No,Capped
40,Donovan Ferreira,Wicket-Keeper,0.75,DC,2025,Overseas,No,Capped
41,Vipraj Nigam,All-Rounder,0.5,DC,2025,Indian,No,Uncapped
42,Karun Nair,Batter,0.5,DC,2025,Indian,No,Uncapped
43,Madhav Tiwari,All-Rounder,0.4,DC,2025,Indian,No,Uncapped
44,Ajay Mandal,All-Rounder,0.3,DC,2025,Indian,No,Uncapped
45,Tripurana Vijay,All-Rounder,0.3,DC,2025,Indian,No,Uncapped
46,Manvanth Kumar L,All-Rounder,0.3,DC,2025,Indian,No,Uncapped
47,Darshan Nalkande,All-Rounder,0.3,DC,2025,Indian,No,Uncapped
48,Jasprit Bumrah,Bowler,18.0,MI,2025,Indian,Yes,Capped
49,Hardik Pandya,All-Rounder,16.35,MI,2025,Indian,Yes,Capped
50,Suryakumar Yadav,Batter,16.35,MI,2025,Indian,Yes,Capped
51,Rohit Sharma,Batter,16.3,MI,2025,Indian,Yes,Capped
52,Trent Boult,Bowler,12.5,MI,2025,Overseas,No,Capped
53,Deepak Chahar,Bowler,9.25,MI,2025,Indian,No,Capped
54,Tilak Varma,Batter,8.0,MI,2025,Indian,Yes,Capped
55,Naman Dhir,All-Rounder,5.25,MI,2025,Indian,No,Uncapped
56,Will Jacks,All-Rounder,5.25,MI,2025,Overseas,No,Capped
57,AM Ghazanfar,Bowler,4.8,MI,2025,Overseas,No,Capped
58,Mitchell Santner,All-Rounder,2.0,MI,2025,Overseas,No,Capped
59,Ryan Rickelton,Wicket-Keeper,1.0,MI,2025,Overseas,No,Capped
60,Lizaad Williams,Bowler,0.75,MI,2025,Overseas,No,Capped
61,Reece Topley,Bowler,0.75,MI,2025,Overseas,No,Capped
62,Robin Minz,Wicket-Keeper,0.65,MI,2025,Indian,No,Uncapped
63,Karn Sharma,Bowler,0.5,MI,2025,Indian,No,Uncapped
64,Krishnan Shrijith,Wicket-Keeper,0.3,MI,2025,Indian,No,Uncapped
65,Raj Bawa,All-Rounder,0.3,MI,2025,Indian,No,Uncapped
66,Ashwani Kumar,Bowler,0.3,MI,2025,Indian,No,Uncapped
67,Vignesh Puthur,All-Rounder,0.3,MI,2025,Indian,No,Uncapped
68,Satyanarayana Raju,Bowler,0.3,MI,2025,Indian,No,Uncapped
69,Bevon Jacobs,Batter,0.3,MI,2025,Overseas,No,Uncapped
70,Arjun Tendulkar,Bowler,0.3,MI,2025,Indian,No,Uncapped
71,Rishabh Pant,Batter,27.0,LSG,2025,Indian,No,Capped
72,Nicholas Pooran,Wicket-Keeper,21.0,LSG,2025,Overseas,Yes,Capped
73,Ravi Bishnoi,Bowler,11.0,LSG,2025,Indian,Yes,Capped
74,Mayank Yadav,Bowler,11.0,LSG,2025,Indian,Yes,Capped
75,Avesh Khan,Bowler,9.75,LSG,2025,Indian,No,Capped
76,Akash Deep,Bowler,8.0,LSG,2025,Indian,No,Capped
77,David Miller,Batter,7.5,LSG,2025,Overseas,No,Capped
78,Abdul Samad,All-Rounder,4.2,LSG,2025,Indian,No,Uncapped
79,Mohsin Khan,Bowler,4.0,LSG,2025,Indian,Yes,Uncapped
80,Ayush Badoni,Batter,4.0,LSG,2025,Indian,Yes,Uncapped
81,Mitchell Marsh,All-Rounder,3.4,LSG,2025,Overseas,No,Capped
82,Shahbaz Ahmed,All-Rounder,2.4,LSG,2025,Indian,No,Capped
83,Aiden Markram,Batter,2.0,LSG,2025,Overseas,No,Capped
84,Shamar Joseph,Bowler,0.75,LSG,2025,Overseas,No,Capped
85,Matthew Breetzke,Batter,0.75,LSG,2025,Overseas,No,Capped
86,M. Siddharth,Bowler,0.75,LSG,2025,Indian,No,Uncapped
87,Rajvardhan Hangargekar,All-Rounder,0.3,LSG,2025,Indian,No,Uncapped
88,Akash Singh,Bowler,0.3,LSG,2025,Indian,No,Uncapped
89,Yuvraj Chaudhary,All-Rounder,0.3,LSG,2025,Indian,No,Uncapped
90,Prince Yadav,Bowler,0.3,LSG,2025,Indian,No,Uncapped
91,Arshin Kulkarni,All-Rounder,0.3,LSG,2025,Indian,No,Uncapped
92,Digvesh Singh,Bowler,0.3,LSG,2025,Indian,No,Uncapped
93,Aryan Juyal,Wicket-Keeper,0.3,LSG,2025,Indian,No,Uncapped
94,Himmat Singh,Batter,0.3,LSG,2025,Indian,No,Uncapped
95,Rashid Khan,Bowler,18.0,GT,2025,Overseas,Yes,Capped
96,Shubman Gill,Batter,16.5,GT,2025,Indian,Yes,Capped
97,Jos Buttler,Wicket-Keeper,15.75,GT,2025,Overseas,No,Capped
98,Mohammed Siraj,Bowler,12.25,GT,2025,Indian,No,Capped
99,Kagiso Rabada,Bowler,10.75,GT,2025,Overseas,No,Capped
100,Prasidh Krishna,Bowler,9.5,GT,2025,Indian,No,Capped
101,Sai Sudharsan,Batter,8.5,GT,2025,Indian,Yes,Capped
102,Rahul Tewatia,All-Rounder,4.0,GT,2025,Indian,Yes,Uncapped
103,Shahrukh Khan,All-Rounder,4.0,GT,2025,Indian,Yes,Uncapped
104,Washington Sundar,All-Rounder,3.2,GT,2025,Indian,No,Capped
105,Sherfane Rutherford,Batter,2.6,GT,2025,Overseas,No,Capped
106,Gerald Coetzee,Bowler,2.4,GT,2025,Overseas,No,Capped
107,Sai Kishore,All-Rounder,2.0,GT,2025,Indian,No,Capped
108,Glenn Phillips,Batter,2.0,GT,2025,Overseas,No,Capped
109,Mahipal Lomror,All-Rounder,1.7,GT,2025,Indian,No,Uncapped
110,Arshad Khan,All-Rounder,1.3,GT,2025,Indian,No,Uncapped
111,Gurnoor Brar,Bowler,1.3,GT,2025,Indian,No,Uncapped
112,Karim Janat,All-Rounder,0.75,GT,2025,Overseas,No,Capped
113,Ishant Sharma,Bowler,0.75,GT,2025,Indian,No,Capped
114,Jayant Yadav,All-Rounder,0.75,GT,2025,Indian,No,Capped
115,Kumar Kushagra,Wicket-Keeper,0.65,GT,2025,Indian,No,Uncapped
116,Nishant Sindhu,All-Rounder,0.3,GT,2025,Indian,No,Uncapped
117,Manav Suthar,Bowler,0.3,GT,2025,Indian,No,Uncapped
118,Anuj Rawat,Wicket-Keeper,0.3,GT,2025,Indian,No,Uncapped
119,Kulwant Khejroliya,Bowler,0.3,GT,2025,Indian,No,Uncapped
120,Venkatesh Iyer,All-Rounder,23.75,KKR,2025,Indian,No,Capped
121,Rinku Singh,Batter,13.0,KKR,2025,Indian,Yes,Capped
122,Varun Chakaravarthy,Bowler,12.0,KKR,2025,Indian,Yes,Capped
123,Sunil Narine,All-Rounder,12.0,KKR,2025,Overseas,Yes,Capped
124,Andre Russell,All-Rounder,12.0,KKR,2025,Overseas,Yes,Capped
125,Anrich Nortje,Bowler,6.5,KKR,2025,Overseas,No,Capped
126,Ramandeep Singh,All-Rounder,4.0,KKR,2025,Indian,Yes,Uncapped
127,Harshit Rana,Bowler,4.0,KKR,2025,Indian,Yes,Uncapped
128,Quinton de Kock,Wicket-Keeper,3.6,KKR,2025,Overseas,No,Capped
129,Angkrish Raghuvanshi,Batter,3.0,KKR,2025,Indian,No,Uncapped
130,Spencer Johnson,Bowler,2.8,KKR,2025,Overseas,No,Capped
131,Moeen Ali,All-Rounder,2.0,KKR,2025,Overseas,No,Capped
132,Rahmanullah Gurbaz,Wicket-Keeper,2.0,KKR,2025,Overseas,No,Capped
133,Vaibhav Arora,Bowler,1.8,KKR,2025,Indian,No,Uncapped
134,Rovman Powell,Batter,1.5,KKR,2025,Overseas,No,Capped
135,Ajinkya Rahane,Batter,1.5,KKR,2025,Indian,No,Capped
136,Manish Pandey,Batter,0.75,KKR,2025,Indian,No,Capped
137,Umran Malik,Bowler,0.75,KKR,2025,Indian,No,Capped
138,Anukul Roy,All-Rounder,0.4,KKR,2025,Indian,No,Uncapped
139,Luvnith Sisodia,Wicket-Keeper,0.3,KKR,2025,Indian,No,Uncapped
140,Mayank Markande,Bowler,0.3,KKR,2025,Indian,No,Uncapped
141,Shreyas Iyer,Batter,26.75,PBKS,2025,Indian,No,Capped
142,Yuzvendra Chahal,Bowler,18.0,PBKS,2025,Indian,No,Capped
143,Arshdeep Singh,Bowler,18.0,PBKS,2025,Indian,No,Capped
144,Marcus Stoinis,All-Rounder,11.0,PBKS,2025,Overseas,No,Capped
145,Marco Jansen,All-Rounder,7.0,PBKS,2025,Overseas,No,Capped
146,Shashank Singh,Batter,5.5,PBKS,2025,Indian,Yes,Uncapped
147,Nehal Wadhera,Batter,4.2,PBKS,2025,Indian,No,Uncapped
148,Glenn Maxwell,All-Rounder,4.2,PBKS,2025,Overseas,No,Capped
149,Prabhsimran Singh,Wicket-Keeper,4.0,PBKS,2025,Indian,Yes,Uncapped
150,Priyansh Arya,All-Rounder,3.8,PBKS,2025,Indian,No,Uncapped
151,Josh Inglis,Wicket-Keeper,2.6,PBKS,2025,Overseas,No,Capped
152,Azmatullah Omarzai,All-Rounder,2.4,PBKS,2025,Overseas,No,Capped
153,Lockie Ferguson,Bowler,2.0,PBKS,2025,Overseas,No,Capped
154,Vijaykumar Vyshak,Bowler,1.8,PBKS,2025,Indian,No,Uncapped
155,Yash Thakur,Bowler,1.6,PBKS,2025,Indian,No,Uncapped
156,Harpreet Brar,All-Rounder,1.5,PBKS,2025,Indian,No,Uncapped
157,Aaron Hardie,All-Rounder,1.25,PBKS,2025,Overseas,No,Capped
158,Vishnu Vinod,Wicket-Keeper,0.95,PBKS,2025,Indian,No,Uncapped
159,Xavier Bartlett,Bowler,0.8,PBKS,2025,Overseas,No,Capped
160,Kuldeep Sen,Bowler,0.8,PBKS,2025,Indian,No,Capped
161,Harnoor Singh,Batter,0.3,PBKS,2025,Indian,No,Uncapped
162,Suryansh Shedge,All-Rounder,0.3,PBKS,2025,Indian,No,Uncapped
163,Pyla Avinash,Batter,0.3,PBKS,2025,Indian,No,Uncapped
164,Musheer Khan,All-Rounder,0.3,PBKS,2025,Indian,No,Uncapped
165,Pravin Dubey,All-Rounder,0.3,PBKS,2025,Indian,No,Uncapped
166,Sanju Samson,Wicket-Keeper,18.0,RR,2025,Indian,Yes,Capped
167,Yashasvi Jaiswal,Batter,18.0,RR,2025,Indian,Yes,Capped
168,Riyan Parag,All-Rounder,14.0,RR,2025,Indian,Yes,Capped
169,Dhruv Jurel,Wicket-Keeper,14.0,RR,2025,Indian,Yes,Capped
170,Jofra Archer,Bowler,12.5,RR,2025,Overseas,No,Capped
171,Shimron Hetmyer,Batter,11.0,RR,2025,Overseas,Yes,Capped
172,Tushar Deshpande,Bowler,6.5,RR,2025,Indian,No,Capped
173,Wanindu Hasaranga,Bowler,5.25,RR,2025,Overseas,No,Capped
174,Maheesh Theekshana,Bowler,4.4,RR,2025,Overseas,No,Capped
175,Nitish Rana,All-Rounder,4.2,RR,2025,Indian,No,Capped
176,Sandeep Sharma,Bowler,4.0,RR,2025,Indian,Yes,Uncapped
177,Fazalhaq Farooqi,Bowler,2.0,RR,2025,Overseas,No,Capped
178,Kwena Maphaka,Bowler,1.5,RR,2025,Overseas,No,Capped
179,Akash Madhwal,Bowler,1.2,RR,2025,Indian,No,Uncapped
180,Vaibhav Suryavanshi,Batter,1.1,RR,2025,Indian,No,Uncapped
181,Shubham Dubey,Batter,0.8,RR,2025,Indian,No,Uncapped
182,Yudhvir Charak,All-Rounder,0.35,RR,2025,Indian,No,Uncapped
183,Ashok Sharma,Bowler,0.3,RR,2025,Indian,No,Uncapped
184,Kumar Kartikeya,Bowler,0.3,RR,2025,Indian,No,Uncapped
185,Kunal Singh Rathore,Wicket-Keeper,0.3,RR,2025,Indian,No,Uncapped
186,Virat Kohli,Batter,21.0,RCB,2025,Indian,Yes,Capped
187,Josh Hazlewood,Bowler,12.5,RCB,2025,Overseas,No,Capped
188,Phil Salt,Wicket-Keeper,11.5,RCB,2025,Overseas,No,Capped
189,Jitesh Sharma,Wicket-Keeper,11.0,RCB,2025,Indian,No,Capped
190,Rajat Patidar,Batter,11.0,RCB,2025,Indian,Yes,Capped
191,Bhuvneshwar Kumar,Bowler,10.75,RCB,2025,Indian,No,Capped
192,Liam Livingstone,All-Rounder,8.75,RCB,2025,Overseas,No,Capped
193,Rasikh Dar,Bowler,6.0,RCB,2025,Indian,No,Uncapped
194,Krunal Pandya,All-Rounder,5.75,RCB,2025,Indian,No,Capped
195,Yash Dayal,Bowler,5.0,RCB,2025,Indian,Yes,Uncapped
196,Tim David,All-Rounder,3.0,RCB,2025,Overseas,No,Capped
197,Suyash Sharma,Bowler,2.6,RCB,2025,Indian,No,Uncapped
198,Jacob Bethell,All-Rounder,2.6,RCB,2025,Overseas,No,Capped
199,Devdutt Padikkal,Batter,2.0,RCB,2025,Indian,No,Capped
200,Nuwan Thushara,Bowler,1.6,RCB,2025,Overseas,No,Capped
201,Romario Shepherd,All-Rounder,1.5,RCB,2025,Overseas,No,Capped
202,Lungi Ngidi,Bowler,1.0,RCB,2025,Overseas,No,Capped
203,Swapnil Singh,All-Rounder,0.5,RCB,2025,Indian,No,Uncapped
204,Manoj Bhandage,All-Rounder,0.3,RCB,2025,Indian,No,Uncapped
205,Abhinandan Singh,Bowler,0.3,RCB,2025,Indian,No,Uncapped
206,Mohit Rathee,Bowler,0.3,RCB,2025,Indian,No,Uncapped
207,Swastik Chikara,Batter,0.3,RCB,2025,Indian,No,Uncapped
208,Heinrich Klaasen,Wicket-Keeper,23.0,SRH,2025,Overseas,Yes,Capped
209,Pat Cummins,All-Rounder,18.0,SRH,2025,Overseas,Yes,Capped
210,Travis Head,Batter,14.0,SRH,2025,Overseas,Yes,Capped
211,Abhishek Sharma,All-Rounder,14.0,SRH,2025,Indian,Yes,Capped
212,Ishan Kishan,Wicket-Keeper,11.25,SRH,2025,Indian,No,Capped
213,Mohammed Shami,Bowler,10.0,SRH,2025,Indian,No,Capped
214,Harshal Patel,All-Rounder,8.0,SRH,2025,Indian,No,Capped
215,Nitish Kumar Reddy,Batter,6.0,SRH,2025,Indian,Yes,Uncapped
216,Abhinav Manohar,Batter,3.2,SRH,2025,Indian,No,Uncapped
217,Rahul Chahar,Bowler,3.2,SRH,2025,Indian,No,Capped
218,Adam Zampa,Bowler,2.4,SRH,2025,Overseas,No,Capped
219,Simarjeet Singh,Bowler,1.5,SRH,2025,Indian,No,Uncapped
220,Eshan Malinga,Bowler,1.2,SRH,2025,Overseas,No,Uncapped
221,Brydon Carse,All-Rounder,1.0,SRH,2025,Overseas,No,Capped
222,Jaydev Unadkat,Bowler,1.0,SRH,2025,Indian,No,Capped
223,Kamindu Mendis,All-Rounder,0.75,SRH,2025,Overseas,No,Capped
224,Zeeshan Ansari,Bowler,0.4,SRH,2025,Indian,No,Uncapped
225,Aniket Verma,Batter,0.3,SRH,2025,Indian,No,Uncapped
226,Atharva Taide,Batter,0.3,SRH,2025,Indian,No,Uncapped
227,Sachin Baby,Batter,0.3,SRH,2025,Indian,No,Uncapped
