,Player,Role,Price,Team,Year,Origin,Retained,C/U/A
347,Alzarri Joseph,Bowler,2.4,GT,2023,Overseas,Yes,Capped
348,Matthew Wade,Wicket-Keeper,2.4,GT,2023,Overseas,Yes,Capped
349,Kane Williamson,Batter,2.0,GT,2023,Overseas,No,Capped
350,Wriddhiman Saha,Wicket-Keeper,1.9,GT,2023,Indian,Yes,Capped
351,Jayant Yadav,Bowler,1.7,GT,2023,Indian,Yes,Capped
352,Vijay Shankar,All-Rounder,1.4,GT,2023,Indian,Yes,Capped
353,Srikar Bharat,Wicket-Keeper,1.2,GT,2023,Indian,No,Uncapped
354,Mohit Sharma,Bowler,0.5,GT,2023,Indian,No,Capped
355,Odean Smith,All-Rounder,0.5,GT,2023,Overseas,No,Capped
356,Noor Ahmad,Bowler,0.3,GT,2023,Overseas,Yes,Capped
357,Darshan Nalkande,Bowler,0.2,GT,2023,Indian,Yes,Uncapped
358,Urvil Patel,Wicket-Keeper,0.2,GT,2023,Indian,No,Uncapped
359,Sai Sudharsan,Batter,0.2,GT,2023,Indian,Yes,Uncapped
360,Pradeep Sangwan,Bowler,0.2,GT,2023,Indian,Yes,Capped
361,Andre Russell,All-Rounder,16.0,KKR,2023,Overseas,Yes,Capped
362,Shreyas Iyer,Batter,12.25,KKR,2023,Indian,Yes,Capped
363,Varun Chakaravarthy,Bowler,12.0,KKR,2023,Indian,Yes,Capped
364,Shardul Thakur,Bowler,10.75,KKR,2023,Indian,Yes,Capped
365,Lockie Ferguson,Bowler,10.0,KKR,2023,Overseas,Yes,Capped
366,Venkatesh Iyer,All-Rounder,8.0,KKR,2023,Indian,Yes,Capped
367,Nitish Rana,Batter,8.0,KKR,2023,Indian,Yes,Uncapped
368,Sunil Narine,All-Rounder,6.0,KKR,2023,Overseas,Yes,Capped
369,Umesh Yadav,Bowler,2.0,KKR,2023,Indian,Yes,Capped
370,Shakib Al Hasan,All-Rounder,1.5,KKR,2023,Overseas,No,Capped
371,Tim Southee,Bowler,1.5,KKR,2023,Overseas,Yes,Capped
372,David Wiese,All-Rounder,1.0,KKR,2023,Overseas,No,Associate
373,Narayan Jagadeesan,Wicket-Keeper,0.9,KKR,2023,Indian,No,Uncapped
374,Vaibhav Arora,Bowler,0.6,KKR,2023,Indian,No,Uncapped
375,Rinku Singh,Batter,0.55,KKR,2023,Indian,Yes,Uncapped
376,Mandeep Singh,Batter,0.5,KKR,2023,Indian,No,Capped
377,Litton Das,Wicket-Keeper,0.5,KKR,2023,Overseas,No,Capped
378,Rahmanullah Gurbaz,Wicket-Keeper,0.5,KKR,2023,Overseas,Yes,Capped
379,Suyash Sharma,Bowler,0.2,KKR,2023,Indian,No,Uncapped
380,Harshit Rana,Bowler,0.2,KKR,2023,Indian,Yes,Uncapped
381,Anukul Roy,All-Rounder,0.2,KKR,2023,Indian,Yes,Uncapped
382,Kulwant Khejroliya,Bowler,0.2,KKR,2023,Indian,No,Uncapped
383,Sam Curran,All-Rounder,18.5,PBKS,2023,Overseas,No,Capped
384,Liam Livingstone,All-Rounder,11.5,PBKS,2023,Overseas,Yes,Capped
385,Kagiso Rabada,Bowler,9.25,PBKS,2023,Overseas,Yes,Capped
386,Shahrukh Khan,Batter,9.0,PBKS,2023,Indian,Yes,Uncapped
387,Shikhar Dhawan,Batter,8.25,PBKS,2023,Indian,Yes,Capped
388,Jonny Bairstow,Wicket-Keeper,6.75,PBKS,2023,Overseas,Yes,Capped
389,Rahul Chahar,Bowler,5.25,PBKS,2023,Indian,Yes,Capped
390,Arshdeep Singh,Bowler,4.0,PBKS,2023,Indian,Yes,Capped
391,Harpreet Brar,Bowler,3.8,PBKS,2023,Indian,Yes,Uncapped
392,Raj Bawa,All-Rounder,2.0,PBKS,2023,Indian,Yes,Uncapped
393,Nathan Ellis,Bowler,0.75,PBKS,2023,Overseas,Yes,Capped
394,Prabhsimran Singh,Wicket-Keeper,0.6,PBKS,2023,Indian,Yes,Uncapped
395,Rishi Dhawan,All-Rounder,0.55,PBKS,2023,Indian,Yes,Capped
396,Sikandar Raza,All-Rounder,0.5,PBKS,2023,Overseas,No,Capped
397,Bhanuka Rajapaksa,Batter,0.5,PBKS,2023,Overseas,Yes,Capped
398,Harpreet Singh Bhatia,Batter,0.4,PBKS,2023,Indian,No,Uncapped
399,Atharva Taide,Batter,0.2,PBKS,2023,Indian,Yes,Uncapped
400,Mohit Rathee,All-Rounder,0.2,PBKS,2023,Indian,No,Uncapped
401,Shivam Singh,All-Rounder,0.2,PBKS,2023,Indian,No,Uncapped
402,Vidhwath Kaverappa,Bowler,0.2,PBKS,2023,Indian,No,Uncapped
403,Jitesh Sharma,Wicket-Keeper,0.2,PBKS,2023,Indian,Yes,Uncapped
404,Baltej Singh,Bowler,0.2,PBKS,2023,Indian,Yes,Uncapped
405,Sanju Samson,Wicket-Keeper,14.0,RR,2023,Indian,Yes,Capped
406,Prasidh Krishna,Bowler,10.0,RR,2023,Indian,Yes,Capped
407,Jos Buttler,Wicket-Keeper,10.0,RR,2023,Overseas,Yes,Capped
408,Shimron Hetmyer,Batter,8.5,RR,2023,Overseas,Yes,Capped
409,Trent Boult,Bowler,8.0,RR,2023,Overseas,Yes,Capped
410,Devdutt Padikkal,Batter,7.75,RR,2023,Indian,Yes,Capped
411,Yuzvendra Chahal,Bowler,6.5,RR,2023,Indian,Yes,Capped
412,Jason Holder,All-Rounder,5.75,RR,2023,Overseas,No,Capped
413,Ravichandran Ashwin,All-Rounder,5.0,RR,2023,Indian,Yes,Capped
414,Yashasvi Jaiswal,Batter,4.0,RR,2023,Indian,Yes,Uncapped
415,Riyan Parag,Batter,3.8,RR,2023,Indian,Yes,Uncapped
416,Navdeep Saini,Bowler,2.6,RR,2023,Indian,Yes,Capped
417,Adam Zampa,Bowler,1.5,RR,2023,Overseas,No,Capped
418,Joe Root,Batter,1.0,RR,2023,Overseas,No,Capped
419,Obed McCoy,Bowler,0.75,RR,2023,Overseas,Yes,Capped
420,D Ferreira,Wicket-Keeper,0.5,RR,2023,Overseas,No,Uncapped
421,KM Asif,Bowler,0.3,RR,2023,Indian,No,Uncapped
422,KC Cariappa,Bowler,0.3,RR,2023,Indian,Yes,Uncapped
423,Kuldeep Sen,Bowler,0.2,RR,2023,Indian,Yes,Uncapped
424,Dhruv Jurel,Wicket-Keeper,0.2,RR,2023,Indian,Yes,Uncapped
425,Kunal Singh Rathore,Wicket-Keeper,0.2,RR,2023,Indian,No,Uncapped
426,Abdul Basith,All-Rounder,0.2,RR,2023,Indian,No,Uncapped
427,Akash Vasisht,All-Rounder,0.2,RR,2023,Indian,No,Uncapped
428,Murugan Ashwin,Bowler,0.2,RR,2023,Indian,No,Uncapped
429,Virat Kohli,Batter,15.0,RCB,2023,Indian,Yes,Capped
430,Glenn Maxwell,All-Rounder,11.0,RCB,2023,Overseas,Yes,Capped
431,Harshal Patel,Bowler,10.75,RCB,2023,Indian,Yes,Capped
432,Wanindu Hasaranga,All-Rounder,10.75,RCB,2023,Overseas,Yes,Capped
433,Josh Hazlewood,Bowler,7.75,RCB,2023,Overseas,Yes,Capped
434,Faf du Plessis,Batter,7.0,RCB,2023,Overseas,Yes,Capped
435,Mohammed Siraj,Bowler,7.0,RCB,2023,Indian,Yes,Capped
436,Dinesh Karthik,Wicket-Keeper,5.5,RCB,2023,Indian,Yes,Capped
437,Anuj Rawat,Wicket-Keeper,3.4,RCB,2023,Indian,Yes,Uncapped
438,Will Jacks,Batter,3.2,RCB,2023,Overseas,No,Capped
439,Shahbaz Ahmed,All-Rounder,2.4,RCB,2023,Indian,Yes,Uncapped
440,David Willey,Bowler,2.0,RCB,2023,Overseas,Yes,Capped
441,Reece Topley,Bowler,1.9,RCB,2023,Overseas,No,Capped
442,Mahipal Lomror,All-Rounder,0.95,RCB,2023,Indian,Yes,Uncapped
443,Finn Allen,Batter,0.8,RCB,2023,Overseas,Yes,Capped
444,Siddarth Kaul,Bowler,0.75,RCB,2023,Indian,Yes,Capped
445,Rajan Kumar,Bowler,0.7,RCB,2023,Indian,No,Uncapped
446,Avinash Singh,Bowler,0.6,RCB,2023,Indian,No,Uncapped
447,Karn Sharma,Bowler,0.5,RCB,2023,Indian,Yes,Capped
448,Suyash Prabhudessai,Batter,0.3,RCB,2023,Indian,Yes,Uncapped
449,Sonu Yadav,All-Rounder,0.2,RCB,2023,Indian,No,Uncapped
450,Manoj Bhandage,All-Rounder,0.2,RCB,2023,Indian,No,Uncapped
451,Akash Deep,Bowler,0.2,RCB,2023,Indian,Yes,Uncapped
452,Himanshu Sharma,Bowler,0.2,RCB,2023,Indian,No,Uncapped
453,Rajat Patidar,Batter,0.2,RCB,2023,Indian,Yes,Uncapped
454,Harry Brook,Batter,13.25,SRH,2023,Overseas,No,Capped
455,Washington Sundar,All-Rounder,8.75,SRH,2023,Indian,Yes,Capped
456,Rahul Tripathi,Batter,8.5,SRH,2023,Indian,Yes,Capped
457,Mayank Agarwal,Batter,8.25,SRH,2023,Indian,No,Capped
458,Abhishek Sharma,All-Rounder,6.5,SRH,2023,Indian,Yes,Uncapped
459,Heinrich Klaasen,Wicket-Keeper,5.25,SRH,2023,Overseas,No,Capped
460,Bhuvneshwar Kumar,Bowler,4.2,SRH,2023,Indian,Yes,Capped
461,Marco Jansen,Bowler,4.2,SRH,2023,Overseas,Yes,Capped
462,Abdul Samad,Batter,4.0,SRH,2023,Indian,Yes,Uncapped
463,Umran Malik,Bowler,4.0,SRH,2023,Indian,Yes,Capped
464,T Natarajan,Bowler,4.0,SRH,2023,Indian,Yes,Capped
465,Kartik Tyagi,Bowler,4.0,SRH,2023,Indian,Yes,Uncapped
466,Aiden Markram,Batter,2.6,SRH,2023,Overseas,Yes,Capped
467,Vivrant Sharma,All-Rounder,2.6,SRH,2023,Indian,No,Uncapped
468,Adil Rashid,Bowler,2.0,SRH,2023,Overseas,No,Capped
469,Mayank Dagar,All-Rounder,1.8,SRH,2023,Indian,No,Uncapped
470,Glenn Phillips,Wicket-Keeper,1.5,SRH,2023,Overseas,Yes,Capped
471,Akeal Hosein,Bowler,1.0,SRH,2023,Overseas,No,Capped
472,Mayank Markande,Bowler,0.5,SRH,2023,Indian,No,Capped
473,Fazalhaq Farooqi,Bowler,0.5,SRH,2023,Overseas,Yes,Capped
474,Upendra Yadav,Wicket-Keeper,0.25,SRH,2023,Indian,No,Uncapped
475,Sanvir Singh,All-Rounder,0.2,SRH,2023,Indian,No,Uncapped
476,Samarth Vyas,All-Rounder,0.2,SRH,2023,Indian,No,Uncapped
477,Nitish Kumar Reddy,Wicket-Keeper,0.2,SRH,2023,Indian,No,Uncapped
478,Anmolpreet Singh,Batter,0.2,SRH,2023,Indian,No,Uncapped
479,Ravindra Jadeja,All-Rounder,16.0,CSK,2024,Indian,Yes,Capped
480,Daryl Mitchell,All-Rounder,14.0,CSK,2024,Overseas,No,Capped
481,Deepak Chahar,Bowler,14.0,CSK,2024,Indian,Yes,Capped
482,MS Dhoni,Wicket-Keeper,12.0,CSK,2024,Indian,Yes,Capped
483,Sameer Rizvi,Batter,8.4,CSK,2024,Indian,No,Uncapped
484,Ruturaj Gaikwad,Batter,8.0,CSK,2024,Indian,Yes,Capped
485,Moeen Ali,All-Rounder,6.0,CSK,2024,Overseas,Yes,Capped
486,Shivam Dube,All-Rounder,4.0,CSK,2024,Indian,Yes,Capped
487,Shardul Thakur,All-Rounder,4.0,CSK,2024,Indian,No,Capped
488,Mustafizur Rahman,Bowler,2.0,CSK,2024,Overseas,No,Capped
489,Mitchell Santner,All-Rounder,1.9,CSK,2024,Overseas,Yes,Capped
490,Rachin Ravindra,All-Rounder,1.8,CSK,2024,Overseas,No,Capped
491,Rajvardhan Hangargekar,Bowler,1.5,CSK,2024,Indian,Yes,Uncapped
492,Prashant Solanki,Bowler,1.2,CSK,2024,Indian,Yes,Uncapped
493,Devon Conway,Wicket-Keeper,1.0,CSK,2024,Overseas,Yes,Capped
494,Maheesh Theekshana,Bowler,0.7,CSK,2024,Overseas,Yes,Capped
495,Nishant Sindhu,All-Rounder,0.6,CSK,2024,Indian,Yes,Uncapped
496,Ajinkya Rahane,Batter,0.5,CSK,2024,Indian,Yes,Capped
497,Matheesha Pathirana,Bowler,0.2,CSK,2024,Overseas,Yes,Capped
498,Shaik Rasheed,Batter,0.2,CSK,2024,Indian,Yes,Uncapped
499,Ajay Mandal,All-Rounder,0.2,CSK,2024,Indian,Yes,Uncapped
500,Simarjeet Singh,Bowler,0.2,CSK,2024,Indian,Yes,Uncapped
501,Mukesh Choudhary,Bowler,0.2,CSK,2024,Indian,Yes,Uncapped
502,Tushar Deshpande,Bowler,0.2,CSK,2024,Indian,Yes,Uncapped
503,Aravelly Rao,Wicket-Keeper,0.2,CSK,2024,Indian,No,Uncapped
504,Rishabh Pant,Wicket-Keeper,16.0,DC,2024,Indian,Yes,Capped
505,Axar Patel,All-Rounder,12.0,DC,2024,Indian,Yes,Capped
506,Prithvi Shaw,Batter,8.0,DC,2024,Indian,Yes,Capped
507,Kumar Kushagra,Wicket-Keeper,7.2,DC,2024,Indian,No,Uncapped
508,Mitchell Marsh,All-Rounder,6.5,DC,2024,Overseas,Yes,Capped
509,Anrich Nortje,Bowler,6.5,DC,2024,Overseas,Yes,Capped
510,David Warner,Batter,6.25,DC,2024,Overseas,Yes,Capped
511,Mukesh Kumar,Bowler,5.5,DC,2024,Indian,Yes,Capped
512,Khaleel Ahmed,Bowler,5.25,DC,2024,Indian,Yes,Capped
513,Jhye Richardson,Bowler,5.0,DC,2024,Overseas,No,Capped
514,Harry Brook,Batter,4.0,DC,2024,Overseas,No,Capped
515,Kuldeep Yadav,Bowler,2.0,DC,2024,Indian,Yes,Capped
516,Sumit Kumar,All-Rounder,1.0,DC,2024,Indian,No,Uncapped
517,Shai Hope,Wicket-Keeper,0.75,DC,2024,Overseas,No,Capped
518,Lalit Yadav,All-Rounder,0.65,DC,2024,Indian,Yes,Uncapped
519,Ishant Sharma,Bowler,0.5,DC,2024,Indian,Yes,Capped
520,Lungi Ngidi,Bowler,0.5,DC,2024,Overseas,Yes,Capped
521,Pravin Dubey,Bowler,0.5,DC,2024,Indian,Yes,Uncapped
522,Yash Dhull,Batter,0.5,DC,2024,Indian,Yes,Uncapped
523,Tristan Stubbs,Wicket-Keeper,0.5,DC,2024,Overseas,No,Capped
524,Rasikh Dar,Bowler,0.2,DC,2024,Indian,No,Uncapped
525,Abishek Porel,Wicket-Keeper,0.2,DC,2024,Indian,Yes,Uncapped
526,Vicky Ostwal,Bowler,0.2,DC,2024,Indian,Yes,Uncapped
527,Ricky Bhui,Wicket-Keeper,0.2,DC,2024,Indian,No,Uncapped
528,Swastik Chikara,Batter,0.2,DC,2024,Indian,No,Uncapped
529,Rohit Sharma,Batter,16.0,MI,2024,Indian,Yes,Capped
530,Ishan Kishan,Wicket-Keeper,15.25,MI,2024,Indian,Yes,Capped
531,Hardik Pandya,All-Rounder,15.0,MI,2024,Indian,No,Capped
532,Jasprit Bumrah,Bowler,12.0,MI,2024,Indian,Yes,Capped
533,Tim David,Batter,8.25,MI,2024,Overseas,Yes,Capped
534,Suryakumar Yadav,Batter,8.0,MI,2024,Indian,Yes,Capped
535,Gerald Coetzee,All-Rounder,5.0,MI,2024,Overseas,No,Capped
536,Nuwan Thushara,Bowler,4.8,MI,2024,Overseas,No,Capped
537,Dilshan Madushanka,Bowler,4.6,MI,2024,Overseas,No,Capped
538,Dewald Brevis,All-Rounder,3.0,MI,2024,Overseas,Yes,Capped
539,Tilak Varma,Batter,1.7,MI,2024,Indian,Yes,Capped
540,Mohammad Nabi,All-Rounder,1.5,MI,2024,Overseas,No,Capped
541,Jason Behrendorff,Bowler,0.75,MI,2024,Overseas,Yes,Capped
542,Piyush Chawla,Bowler,0.5,MI,2024,Indian,Yes,Capped
543,Romario Shepherd,All-Rounder,0.5,MI,2024,Overseas,No,Capped
544,Arjun Tendulkar,Bowler,0.3,MI,2024,Indian,Yes,Uncapped
545,Shams Mulani,All-Rounder,0.2,MI,2024,Indian,Yes,Uncapped
546,Akash Madhwal,Bowler,0.2,MI,2024,Indian,Yes,Uncapped
547,Kumar Kartikeya,Bowler,0.2,MI,2024,Indian,Yes,Uncapped
548,Vishnu Vinod,Wicket-Keeper,0.2,MI,2024,Indian,Yes,Uncapped
549,Shivalik Sharma,All-Rounder,0.2,MI,2024,Indian,No,Uncapped
550,Naman Dhir,All-Rounder,0.2,MI,2024,Indian,No,Uncapped
551,Nehal Wadhera,All-Rounder,0.2,MI,2024,Indian,Yes,Uncapped
552,Anshul Kamboj,All-Rounder,0.2,MI,2024,Indian,No,Uncapped
553,Shreyas Gopal,Bowler,0.2,MI,2024,Indian,No,Uncapped
554,KL Rahul,Batter,17.0,LSG,2024,Indian,Yes,Capped
555,Nicholas Pooran,Wicket-Keeper,16.0,LSG,2024,Overseas,Yes,Capped
556,Marcus Stoinis,All-Rounder,10.0,LSG,2024,Overseas,Yes,Capped
557,Krunal Pandya,All-Rounder,8.25,LSG,2024,Indian,Yes,Capped
558,Devdutt Padikkal,Batter,7.75,LSG,2024,Indian,No,Capped
559,Mark Wood,Bowler,7.5,LSG,2024,Overseas,Yes,Capped
560,Quinton de Kock,Wicket-Keeper,6.75,LSG,2024,Overseas,Yes,Capped
561,Shivam Mavi,Bowler,6.4,LSG,2024,Indian,No,Capped
562,Deepak Hooda,All-Rounder,5.75,LSG,2024,Indian,Yes,Capped
563,Ravi Bishnoi,Bowler,4.0,LSG,2024,Indian,Yes,Capped
564,Manimaran Siddharth,Bowler,2.4,LSG,2024,Indian,No,Uncapped
565,David Willey,All-Rounder,2.0,LSG,2024,Overseas,No,Capped
566,Ashton Turner,Batter,1.0,LSG,2024,Overseas,No,Capped
567,Krishnappa Gowtham,All-Rounder,0.9,LSG,2024,Indian,Yes,Uncapped
568,Amit Mishra,Bowler,0.5,LSG,2024,Indian,Yes,Capped
569,Kyle Mayers,All-Rounder,0.5,LSG,2024,Overseas,Yes,Capped
570,Naveen-ul-Haq,Bowler,0.5,LSG,2024,Overseas,Yes,Capped
571,Yash Thakur,Bowler,0.45,LSG,2024,Indian,Yes,Uncapped
572,Mohsin Khan,Bowler,0.2,LSG,2024,Indian,Yes,Uncapped
573,Yudhvir Singh,All-Rounder,0.2,LSG,2024,Indian,Yes,Uncapped
574,Ayush Badoni,Batter,0.2,LSG,2024,Indian,Yes,Uncapped
575,Mayank Yadav,Bowler,0.2,LSG,2024,Indian,Yes,Uncapped
576,Arshad Khan,All-Rounder,0.2,LSG,2024,Indian,No,Uncapped
577,Prerak Mankad,All-Rounder,0.2,LSG,2024,Indian,Yes,Uncapped
578,Arshin Kulkarni,All-Rounder,0.2,LSG,2024,Indian,No,Uncapped
579,Rashid Khan,Bowler,15.0,GT,2024,Overseas,Yes,Capped
580,Spencer Johnson,Bowler,10.0,GT,2024,Overseas,No,Capped
581,Rahul Tewatia,All-Rounder,9.0,GT,2024,Indian,Yes,Capped
582,Shubman Gill,Batter,8.0,GT,2024,Indian,Yes,Capped
583,Shahrukh Khan,All-Rounder,7.4,GT,2024,Indian,No,Uncapped
584,Mohammed Shami,Bowler,6.25,GT,2024,Indian,Yes,Capped
585,Umesh Yadav,Bowler,5.8,GT,2024,Indian,No,Capped
586,Joshua Little,Bowler,4.4,GT,2024,Overseas,Yes,Capped
587,Robin Minz,Wicket-Keeper,3.6,GT,2024,Indian,No,Uncapped
588,Sai Kishore,Bowler,3.0,GT,2024,Indian,Yes,Capped
589,David Miller,Batter,3.0,GT,2024,Overseas,Yes,Capped
590,Abhinav Manohar,Batter,2.6,GT,2024,Indian,Yes,Uncapped
591,Matthew Wade,Wicket-Keeper,2.4,GT,2024,Overseas,Yes,Capped
592,Sushant Mishra,Bowler,2.2,GT,2024,Indian,No,Uncapped
593,Kane Williamson,Batter,2.0,GT,2024,Overseas,Yes,Capped
594,Wriddhiman Saha,Wicket-Keeper,1.9,GT,2024,Indian,Yes,Capped
595,Jayant Yadav,Bowler,1.7,GT,2024,Indian,Yes,Capped
596,Vijay Shankar,All-Rounder,1.4,GT,2024,Indian,Yes,Capped
597,Kartik Tyagi,Bowler,0.6,GT,2024,Indian,No,Uncapped
598,Mohit Sharma,Bowler,0.5,GT,2024,Indian,Yes,Capped
599,Azmatullah Omarzai,All-Rounder,0.5,GT,2024,Overseas,No,Capped
600,Noor Ahmad,Bowler,0.3,GT,2024,Overseas,Yes,Capped
601,Darshan Nalkande,Bowler,0.2,GT,2024,Indian,Yes,Uncapped
602,Manav Suthar,Bowler,0.2,GT,2024,Indian,No,Uncapped
603,Sai Sudharsan,Batter,0.2,GT,2024,Indian,Yes,Uncapped
604,Mitchell Starc,Bowler,24.75,KKR,2024,Overseas,No,Capped
605,Andre Russell,All-Rounder,16.0,KKR,2024,Overseas,Yes,Capped
606,Shreyas Iyer,Batter,12.25,KKR,2024,Indian,Yes,Capped
607,Varun Chakaravarthy,Bowler,12.0,KKR,2024,Indian,Yes,Capped
608,Nitish Rana,Batter,8.0,KKR,2024,Indian,Yes,Capped
609,Venkatesh Iyer,All-Rounder,8.0,KKR,2024,Indian,Yes,Capped
610,Sunil Narine,All-Rounder,6.0,KKR,2024,Overseas,Yes,Capped
611,Jason Roy,Batter,2.8,KKR,2024,Overseas,Yes,Capped
612,Mujeeb Ur Rahman,Bowler,2.0,KKR,2024,Overseas,No,Capped
613,Sherfane Rutherford,Batter,1.5,KKR,2024,Overseas,No,Capped
614,Gus Atkinson,Bowler,1.0,KKR,2024,Overseas,No,Capped
615,Vaibhav Arora,Bowler,0.6,KKR,2024,Indian,Yes,Uncapped
616,Rinku Singh,Batter,0.55,KKR,2024,Indian,Yes,Capped
617,Manish Pandey,Batter,0.5,KKR,2024,Indian,No,Capped
618,KS Bharat,Wicket-Keeper,0.5,KKR,2024,Indian,No,Capped
619,Chetan Sakariya,Bowler,0.5,KKR,2024,Indian,No,Capped
620,Rahmanullah Gurbaz,Wicket-Keeper,0.5,KKR,2024,Overseas,Yes,Capped
621,Angkrish Raghuvanshi,Batter,0.2,KKR,2024,Indian,No,Uncapped
622,Harshit Rana,Bowler,0.2,KKR,2024,Indian,Yes,Uncapped
623,Ramandeep Singh,All-Rounder,0.2,KKR,2024,Indian,No,Uncapped
624,Anukul Roy,All-Rounder,0.2,KKR,2024,Indian,Yes,Uncapped
625,Sakib Hussain,Bowler,0.2,KKR,2024,Indian,No,Uncapped
626,Suyash Sharma,Bowler,0.2,KKR,2024,Indian,Yes,Uncapped
627,Sam Curran,All-Rounder,18.5,PBKS,2024,Overseas,Yes,Capped
628,Harshal Patel,All-Rounder,11.75,PBKS,2024,Indian,No,Capped
629,Liam Livingstone,All-Rounder,11.5,PBKS,2024,Overseas,Yes,Capped
630,Kagiso Rabada,Bowler,9.25,PBKS,2024,Overseas,Yes,Capped
631,Shikhar Dhawan,Batter,8.25,PBKS,2024,Indian,Yes,Capped
632,Rilee Rossouw,Batter,8.0,PBKS,2024,Overseas,No,Capped
633,Jonny Bairstow,Wicket-Keeper,6.75,PBKS,2024,Overseas,Yes,Capped
634,Rahul Chahar,Bowler,5.25,PBKS,2024,Indian,Yes,Capped
635,Chris Woakes,All-Rounder,4.2,PBKS,2024,Overseas,No,Capped
636,Arshdeep Singh,Bowler,4.0,PBKS,2024,Indian,Yes,Capped
637,Harpreet Brar,Bowler,3.8,PBKS,2024,Indian,Yes,Uncapped
638,Nathan Ellis,Bowler,0.75,PBKS,2024,Overseas,Yes,Capped
639,Prabhsimran Singh,Wicket-Keeper,0.6,PBKS,2024,Indian,Yes,Uncapped
640,Rishi Dhawan,All-Rounder,0.55,PBKS,2024,Indian,Yes,Capped
641,Sikandar Raza,All-Rounder,0.5,PBKS,2024,Overseas,Yes,Capped
642,Harpreet Singh,Batter,0.4,PBKS,2024,Indian,Yes,Uncapped
643,Atharva Taide,Batter,0.2,PBKS,2024,Indian,Yes,Uncapped
644,Ashutosh Sharma,All-Rounder,0.2,PBKS,2024,Indian,No,Uncapped
645,Jitesh Sharma,Wicket-Keeper,0.2,PBKS,2024,Indian,Yes,Capped
646,Shashank Singh,All-Rounder,0.2,PBKS,2024,Indian,No,Uncapped
647,Prince Choudhary,Bowler,0.2,PBKS,2024,Indian,No,Uncapped
648,Shivam Singh,Batter,0.2,PBKS,2024,Indian,Yes,Uncapped
649,Vidwath Kaverappa,Bowler,0.2,PBKS,2024,Indian,Yes,Uncapped
650,Vishwapratap Singh,All-Rounder,0.2,PBKS,2024,Indian,No,Uncapped
651,Tanay Thyagarajan,All-Rounder,0.2,PBKS,2024,Indian,No,Uncapped
652,Sanju Samson,Wicket-Keeper,14.0,RR,2024,Indian,Yes,Capped
653,Jos Buttler,Wicket-Keeper,10.0,RR,2024,Overseas,Yes,Capped
654,Prasidh Krishna,Bowler,10.0,RR,2024,Indian,Yes,Capped
655,Avesh Khan,Bowler,10.0,RR,2024,Indian,No,Capped
656,Shimron Hetmyer,Batter,8.5,RR,2024,Overseas,Yes,Capped
657,Trent Boult,Bowler,8.0,RR,2024,Overseas,Yes,Capped
658,Rovman Powell,Batter,7.4,RR,2024,Overseas,No,Capped
659,Yuzvendra Chahal,Bowler,6.5,RR,2024,Indian,Yes,Capped
660,Shubham Dubey,Batter,5.8,RR,2024,Indian,No,Uncapped
661,Ravichandran Ashwin,All-Rounder,5.0,RR,2024,Indian,Yes,Capped
662,Yashasvi Jaiswal,Batter,4.0,RR,2024,Indian,Yes,Capped
663,Riyan Parag,All-Rounder,3.8,RR,2024,Indian,Yes,Uncapped
664,Navdeep Saini,Bowler,2.6,RR,2024,Indian,Yes,Capped
665,Adam Zampa,Bowler,1.5,RR,2024,Overseas,Yes,Capped
666,Sandeep Sharma,Bowler,0.5,RR,2024,Indian,Yes,Capped
667,Donovan Ferreira,Wicket-Keeper,0.5,RR,2024,Overseas,Yes,Uncapped
668,Nandre Burger,Bowler,0.5,RR,2024,Overseas,No,Uncapped
669,Tom Kohler-Cadmore,Wicket-Keeper,0.4,RR,2024,Overseas,No,Uncapped
670,Kuldeep Sen,Bowler,0.2,RR,2024,Indian,Yes,Uncapped
671,Dhruv Jurel,Wicket-Keeper,0.2,RR,2024,Indian,Yes,Uncapped
672,Abid Mushtaq,All-Rounder,0.2,RR,2024,Indian,No,Uncapped
673,Kunal Singh Rathore,Wicket-Keeper,0.2,RR,2024,Indian,Yes,Uncapped
674,Cameron Green,All-Rounder,17.5,RCB,2024,Overseas,No,Capped
675,Virat Kohli,Batter,15.0,RCB,2024,Indian,Yes,Capped
676,Alzarri Joseph,Bowler,11.5,RCB,2024,Overseas,No,Capped
677,Glenn Maxwell,All-Rounder,11.0,RCB,2024,Overseas,Yes,Capped
678,Mohammed Siraj,Bowler,7.0,RCB,2024,Indian,Yes,Capped
679,Faf du Plessis,Batter,7.0,RCB,2024,Overseas,Yes,Capped
680,Dinesh Karthik,Wicket-Keeper,5.5,RCB,2024,Indian,Yes,Capped
681,Yash Dayal,Bowler,5.0,RCB,2024,Indian,No,Uncapped
682,Anuj Rawat,Wicket-Keeper,3.4,RCB,2024,Indian,Yes,Uncapped
683,Will Jacks,Batter,3.2,RCB,2024,Overseas,Yes,Capped
684,Lockie Ferguson,Bowler,2.0,RCB,2024,Overseas,No,Capped
685,Reece Topley,Bowler,1.9,RCB,2024,Overseas,Yes,Capped
686,Mayank Dagar,All-Rounder,1.8,RCB,2024,Indian,No,Uncapped
687,Tom Curran,All-Rounder,1.5,RCB,2024,Overseas,No,Capped
688,Mahipal Lomror,All-Rounder,0.95,RCB,2024,Indian,Yes,Uncapped
689,Rajan Kumar,Bowler,0.7,RCB,2024,Indian,Yes,Uncapped
690,Karn Sharma,Bowler,0.5,RCB,2024,Indian,Yes,Capped
