Player Name,Country,Age,Role,Batting Style,Bowling Style,C/U/A,Base Price
Chetan Sakariya,India,24,BOWLER,LHB,LEFT ARM Fast Medium,Capped,50
Rovman Powell,West Indies,28,BATSMAN,RHB,RIGHT ARM Fast Medium,Capped,75
Kuldeep Yadav,India,27,BOWLER,LHB,LEFT ARM Slow Unorthodox,Capped,100
KS Bharat,India,28,WICKETKEEPER,RHB,-,Uncapped,20
Mustafizur Rahman,Bangladesh,26,BOWLER,LHB,LEFT ARM Fast Medium,Capped,200
Kamlesh Nagarkoti,India,22,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,Uncapped,40
Mandeep Singh,India,30,BATSMAN,RHB,RIGHT ARM Medium,Capped,50
Lalit Yadav,India,25,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,Uncapped,20
Yash Dhull,India,19,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,Uncapped,20
Lungi Ngidi,South Africa,26,BOWLER,RHB,RIGHT ARM Fast,Capped,50
Tim Seifert,New Zealand,27,WICKETKEEPER,RHB,-,Capped,50
Pravin Dubey,India,28,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,Uncapped,20
Ashwin Hebbar,India,26,BATSMAN,RHB,RIGHT ARM Medium,Uncapped,20
Ripal Patel,India,26,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,Uncapped,20
Vicky Ostwal,India,19,ALL-ROUNDER,RHB,LEFT ARM Slow Orthodox,Uncapped,20
Sarfaraz Khan,India,24,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,Uncapped,20
Rohit Sharma,India,34,Batsman,RHB,-,Capped,
Ishan Kishan,India,23,WICKETKEEPER,LHB,-,Capped,200
Jasprit Bumrah,India,28,Bowler,RHB,RIGHT ARM Fast,Capped,
Tim David,Australia,26,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,Uncapped,40
Jofra Archer,England,27,ALL-ROUNDER,RHB,RIGHT ARM Fast,Capped,200
Suryakumar Yadav,India,31,Batsman,RHB,-,Capped,
Kieron Pollard,West Indies,34,All-rounder,RHB,RIGHT ARM Medium,Capped,
Dewald Brevis,South Africa,18,BATSMAN,RHB,RIGHT ARM Leg Spin,Uncapped,20
Daniel Sams,Australia,29,ALL-ROUNDER,RHB,LEFT ARM Fast Medium,Capped,100
Tilak Varma,India,19,ALL-ROUNDER,LHB,RIGHT ARM Off Spin,Uncapped,20
Murugan Ashwin,India,31,BOWLER,RHB,RIGHT ARM Leg Spin,Uncapped,20
Tymal Mills,England,29,BOWLER,RHB,LEFT ARM Fast,Capped,100
Jaydev Unadkat,India,30,BOWLER,RHB,LEFT ARM Fast Medium,Capped,75
Riley Meredith,Australia,25,BOWLER,RHB,RIGHT ARM Fast,Capped,100
Fabian Allen,West Indies,26,ALL-ROUNDER,RHB,LEFT ARM Slow Orthodox,Capped,75
Mayank Markande,India,24,BOWLER,RHB,RIGHT ARM Leg Spin,Capped,50
Sanjay Yadav,India,26,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,Uncapped,20
Basil Thampi,India,28,BOWLER,RHB,RIGHT ARM Fast Medium,Uncapped,30
Arjun Tendulkar,India,22,ALL-ROUNDER,LHB,LEFT ARM Fast Medium,Uncapped,20
Ramandeep Singh,India,24,ALL-ROUNDER,RHB,RIGHT ARM Fast,Uncapped,20
Anmolpreet Singh,India,24,BATSMAN,RHB,RIGHT ARM Off Spin,Uncapped,20
Aryan Juyal,India,20,WICKETKEEPER,RHB,-,Uncapped,20
Arshad Khan,India,24,ALL-ROUNDER,LHB,LEFT ARM Fast Medium,Uncapped,20
Rahul Buddhi,India,24,BATSMAN,LHB,RIGHT ARM Leg Spin,Uncapped,20
Hrithik Shokeen,India,21,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,Uncapped,20
KL Rahul,India,29,Wicketkeeper,RHB,-,Capped,
Avesh Khan,India,25,BOWLER,RHB,RIGHT ARM Fast,Uncapped,20
Marcus Stoinis,Australia,32,All-rounder,RHB,RIGHT ARM Medium,Capped,
Jason Holder,West Indies,30,ALL-ROUNDER,RHB,RIGHT ARM Fast,Capped,150
Krunal Pandya,India,31,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,Capped,200
Mark Wood,England,32,BOWLER,RHB,RIGHT ARM Fast,Capped,200
Quinton de Kock,South Africa,29,WICKETKEEPER,LHB,-,Capped,200
Deepak Hooda,India,26,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,Uncapped,40
Manish Pandey,India,32,BATSMAN,RHB,RIGHT ARM Off Spin,Capped,100
Ravi Bishnoi,India,21,Bowler,RHB,RIGHT ARM Leg Spin,Uncapped,
Evin Lewis,West Indies,30,BATSMAN,LHB,-,Capped,200
Dushmantha Chameera,Sri Lanka,30,BOWLER,RHB,RIGHT ARM Fast,Capped,50
Krishnappa Gowtham,India,33,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,Capped,50
Kyle Mayers,West Indies,29,ALL-ROUNDER,LHB,RIGHT ARM Fast Medium,Capped,50
Shahbaz Nadeem,India,32,BOWLER,RHB,LEFT ARM Slow Orthodox,Capped,50
Ankit Rajpoot,India,28,BOWLER,RHB,RIGHT ARM Fast Medium,Uncapped,20
Mohsin Khan,India,23,BOWLER,LHB,LEFT ARM Fast Medium,Uncapped,20
Ayush Badoni,India,22,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,Uncapped,20
Karan Sharma,India,23,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,Uncapped,20
Mayank Yadav,India,19,BOWLER,RHB,RIGHT ARM Fast Medium,Uncapped,20
Manan Vohra,India,28,BATSMAN,RHB,-,Uncapped,20
Rashid Khan,Afghanistan,23,Bowler,RHB,RIGHT ARM Leg Spin,Capped,
Hardik Pandya,India,28,All-rounder,RHB,RIGHT ARM Fast Medium,Capped,
Lockie Ferguson,New Zealand,30,BOWLER,RHB,RIGHT ARM Fast,Capped,200
Rahul Tewatia,India,28,ALL-ROUNDER,LHB,RIGHT ARM Leg Spin,Uncapped,40
Shubman Gill,India,22,Batsman,RHB,-,Capped,
Mohammed Shami,India,32,BOWLER,RHB,RIGHT ARM Fast,Capped,200
Yash Dayal,India,24,BOWLER,RHB,LEFT ARM Fast,Uncapped,20
Sai Kishore,India,25,BOWLER,LHB,LEFT ARM Slow Orthodox,Uncapped,20
David Miller,South Africa,32,BATSMAN,LHB,-,Capped,100
Abhinav Manohar,India,27,BATSMAN,RHB,RIGHT ARM Leg Spin,Uncapped,20
Alzarri Joseph,West Indies,25,BOWLER,RHB,RIGHT ARM Fast,Capped,75
Matthew Wade,Australia,34,WICKETKEEPER,LHB,-,Capped,200
Jason Roy,England,31,BATSMAN,RHB,-,Capped,200
Wriddhiman Saha,India,37,WICKETKEEPER,RHB,-,Capped,100
Jayant Yadav,India,32,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,Capped,100
Vijay Shankar,India,31,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,Capped,50
Dominic Drakes,West Indies,24,ALL-ROUNDER,LHB,LEFT ARM Fast,Capped,75
Varun Aaron,India,32,BOWLER,RHB,RIGHT ARM Fast,Capped,50
Gurkeerat Singh Mann,India,31,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,Capped,50
Noor Ahmad,Afghanistan,17,BOWLER,RHB,LEFT ARM Slow Unorthodox,Uncapped,30
Darshan Nalkande,India,23,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,Uncapped,20
Sai Sudharsan,India,20,ALL-ROUNDER,LHB,RIGHT ARM Leg Spin,Uncapped,20
Pradeep Sangwan,India,31,ALL-ROUNDER,RHB,LEFT ARM Fast,Uncapped,20
Shreyas Iyer,India,27,BATSMAN,RHB,RIGHT ARM Leg Spin,Capped,200
Andre Russell,West Indies,33,All-rounder,RHB,RIGHT ARM Fast,Capped,
Nitish Rana,India,28,ALL-ROUNDER,LHB,RIGHT ARM Off Spin,Capped,100
Varun Chakravarthy,India,30,Bowler,RHB,RIGHT ARM Leg Spin,Capped,
Venkatesh Iyer,India,27,All-rounder,LHB,RIGHT ARM Medium,Capped,
Shivam Mavi,India,23,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,Uncapped,40
Pat Cummins,Australia,28,ALL-ROUNDER,RHB,RIGHT ARM Fast,Capped,200
Sunil Narine,West Indies,33,Bowler,LHB,RIGHT ARM Off Spin,Capped,
Umesh Yadav,India,34,BOWLER,RHB,RIGHT ARM Fast,Capped,200
Sam Billings,England,30,WICKETKEEPER,RHB,-,Capped,200
Tim Southee,New Zealand,33,BOWLER,RHB,RIGHT ARM Fast,Capped,150
Alex Hales,England,33,BATSMAN,RHB,-,Capped,150
Mohammad Nabi,Afghanistan,37,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,Capped,100
Ajinkya Rahane,India,33,BATSMAN,RHB,-,Capped,100
Sheldon Jackson,India,35,WICKETKEEPER,RHB,-,Uncapped,30
Rinku Singh,India,24,BATSMAN,LHB,RIGHT ARM Off Spin,Uncapped,20
Ashok Sharma,India,19,BOWLER,RHB,RIGHT ARM Fast Medium,Uncapped,20
Chamika Karunaratne,Sri Lanka,25,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,Capped,50
Abhijeet Tomar,India,27,BATSMAN,RHB,RIGHT ARM Off Spin,Uncapped,20
Anukul Roy,India,23,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,Uncapped,20
Pratham Singh,India,29,BATSMAN,LHB,RIGHT ARM Off Spin,Uncapped,20
Rasikh Dar,India,22,BOWLER,RHB,RIGHT ARM Fast Medium,Uncapped,20
Ramesh Kumar,India,23,BATSMAN,LHB,-,Uncapped,20
Aman Khan,India,25,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,Uncapped,20
Baba Indrajith,India,27,WICKETKEEPER,RHB,-,Uncapped,20
Mayank Agarwal,India,30,Batsman,RHB,-,Capped,
Liam Livingstone,England,28,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,Capped,100
Kagiso Rabada,South Africa,26,BOWLER,LHB,RIGHT ARM Fast,Capped,200
Shahrukh Khan,India,26,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,Uncapped,40
Shikhar Dhawan,India,36,BATSMAN,LHB,-,Capped,200
Jonny Bairstow,England,32,WICKETKEEPER,RHB,-,Capped,150
Odean Smith,West Indies,25,ALL-ROUNDER,RHB,RIGHT ARM Fast,Capped,100
Rahul Chahar,India,22,BOWLER,RHB,RIGHT ARM Leg Spin,Capped,75
Arshdeep Singh,India,23,Bowler,LHB,LEFT ARM Fast Medium,Uncapped,
Harpreet Brar,India,26,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,Uncapped,20
Vaibhav Arora,India,24,BOWLER,RHB,RIGHT ARM Fast Medium,Uncapped,20
Raj Bawa,India,19,ALL-ROUNDER,LHB,RIGHT ARM Fast Medium,Uncapped,20
Nathan Ellis,Australia,27,BOWLER,RHB,RIGHT ARM Fast Medium,Capped,75
Prabhsimran Singh,India,21,WICKETKEEPER,RHB,-,Uncapped,20
Rishi Dhawan,India,32,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,Capped,50
Bhanuka Rajapaksa,Sri Lanka,30,BATSMAN,LHB,-,Capped,50
Sandeep Sharma,India,28,BOWLER,RHB,RIGHT ARM Fast Medium,Capped,50
Benny Howell,England,33,ALL-ROUNDER,RHB,RIGHT ARM Medium,Uncapped,40
Ishan Porel,India,23,BOWLER,RHB,RIGHT ARM Fast Medium,Uncapped,20
Prerak Mankad,India,27,ALL-ROUNDER,RHB,RIGHT ARM Medium,Uncapped,20
Atharva Taide,India,21,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,Uncapped,20
Ansh Patel,India,20,ALL-ROUNDER,RHB,LEFT ARM Slow Unorthodox,Uncapped,20
Jitesh Sharma,India,28,WICKETKEEPER,RHB,-,Uncapped,20
Writtick Chatterjee,India,29,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,Uncapped,20
Baltej Singh,India,31,BOWLER,RHB,RIGHT ARM Fast Medium,Uncapped,20
Sanju Samson,India,27,Wicketkeeper,RHB,-,Capped,
Prasidh Krishna,India,26,BOWLER,RHB,RIGHT ARM Fast,Capped,100
Jos Buttler,England,31,Wicketkeeper,RHB,-,Capped,
Shimron Hetmyer,West Indies,25,BATSMAN,LHB,RIGHT ARM Leg Spin,Capped,150
Trent Boult,New Zealand,32,BOWLER,RHB,LEFT ARM Fast Medium,Capped,200
Devdutt Padikkal,India,21,BATSMAN,LHB,RIGHT ARM Off Spin,Capped,200
Yuzvendra Chahal,India,31,BOWLER,RHB,RIGHT ARM Leg Spin,Capped,200
Ravichandran Ashwin,India,35,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,Capped,200
Yashasvi Jaiswal,India,20,Batsman,LHB,-,Uncapped,
Riyan Parag,India,20,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,Uncapped,30
Navdeep Saini,India,29,BOWLER,RHB,RIGHT ARM Fast,Capped,75
Nathan Coulter-Nile,Australia,34,BOWLER,RHB,RIGHT ARM Fast Medium,Capped,200
James Neesham,New Zealand,31,ALL-ROUNDER,LHB,RIGHT ARM Fast Medium,Capped,150
Karun Nair,India,30,BATSMAN,RHB,RIGHT ARM Off Spin,Capped,50
Rassie van der Dussen,South Africa,33,BATSMAN,RHB,RIGHT ARM Off Spin,Capped,100
Obed McCoy,West Indies,25,BOWLER,LHB,LEFT ARM Fast,Capped,75
Daryl Mitchell,New Zealand,30,ALL-ROUNDER,RHB,RIGHT ARM Medium,Capped,75
KC Cariappa,India,27,BOWLER,RHB,RIGHT ARM Leg Spin,Uncapped,20
Tejas Baroka,India,26,BOWLER,RHB,RIGHT ARM Leg Spin,Uncapped,20
Kuldip Yadav,India,25,BOWLER,LHB,LEFT ARM Fast,Uncapped,20
Dhruv Jurel,India,21,WICKETKEEPER,RHB,-,Uncapped,20
Kuldeep Sen,India,25,BOWLER,RHB,RIGHT ARM Fast Medium,Uncapped,20
Shubham Garhwal,India,26,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,Uncapped,20
Anunay Singh,India,29,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,Uncapped,20
Virat Kohli,India,33,Batsman,RHB,-,Capped,
Glenn Maxwell,Australia,33,All-rounder,RHB,RIGHT ARM Off Spin,Capped,
Harshal Patel,India,31,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,Capped,200
Wanindu Hasaranga,Sri Lanka,24,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,Capped,100
Josh Hazlewood,Australia,31,BOWLER,LHB,RIGHT ARM Fast,Capped,200
Faf du Plessis,South Africa,37,BATSMAN,RHB,RIGHT ARM Leg Spin,Capped,200
Mohammed Siraj,India,27,Bowler,RHB,RIGHT ARM Fast,Capped,
Dinesh Karthik,India,36,WICKETKEEPER,RHB,-,Capped,200
Anuj Rawat,India,22,WICKETKEEPER,LHB,-,Uncapped,20
Shahbaz Ahmed,India,27,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,Uncapped,30
David Willey,England,32,ALL-ROUNDER,LHB,LEFT ARM Fast Medium,Capped,200
Sherfane Rutherford,West Indies,23,ALL-ROUNDER,LHB,RIGHT ARM Medium,Capped,100
Mahipal Lomror,India,22,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,Uncapped,40
Finn Allen,New Zealand,22,BATSMAN,RHB,RIGHT ARM Off Spin,Capped,50
Jason Behrendorff,Australia,31,BOWLER,RHB,LEFT ARM Fast Medium,Capped,75
Siddarth Kaul,India,31,BOWLER,RHB,RIGHT ARM Fast Medium,Capped,75
Karn Sharma,India,34,BOWLER,LHB,RIGHT ARM Leg Spin,Capped,50
Suyash Prabhudessai,India,24,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,Uncapped,20
Chama Milind,India,27,BOWLER,LHB,LEFT ARM Fast,Uncapped,20
Aneeshwar Gautam,India,19,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,Uncapped,20
Akash Deep,India,25,BOWLER,RHB,RIGHT ARM Fast Medium,Uncapped,20
Luvnith Sisodia,India,22,WICKETKEEPER,LHB,RIGHT ARM Off Spin,Uncapped,20
Kane Williamson,New Zealand,31,Batsman,RHB,-,Capped,
Nicholas Pooran,West Indies,26,WICKETKEEPER,LHB,-,Capped,150
Washington Sundar,India,22,ALL-ROUNDER,LHB,RIGHT ARM Off Spin,Capped,150
Rahul Tripathi,India,31,BATSMAN,RHB,RIGHT ARM Medium,Uncapped,40
Romario Shepherd,West Indies,27,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,Capped,75
Abhishek Sharma,India,21,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,Uncapped,20
Bhuvneshwar Kumar,India,32,BOWLER,RHB,RIGHT ARM Fast Medium,Capped,200
Marco Jansen,South Africa,21,ALL-ROUNDER,RHB,LEFT ARM Fast,Capped,50
Umran Malik,India,22,Bowler,RHB,RIGHT ARM Fast,Uncapped,
Abdul Samad,India,20,All-rounder,RHB,RIGHT ARM Leg Spin,Uncapped,
T Natarajan,India,30,BOWLER,LHB,LEFT ARM Fast,Capped,100
Kartik Tyagi,India,21,BOWLER,RHB,RIGHT ARM Fast Medium,Uncapped,20
Aiden Markram,South Africa,27,BATSMAN,RHB,RIGHT ARM Off Spin,Capped,100
Sean Abbott,Australia,30,BOWLER,RHB,RIGHT ARM Fast,Capped,75
Glenn Phillips,New Zealand,25,WICKETKEEPER,RHB,RIGHT ARM Off Spin,Capped,150
Shreyas Gopal,India,28,BOWLER,RHB,RIGHT ARM Leg Spin,Uncapped,20
Fazalhaq Farooqi,Afghanistan,21,BOWLER,RHB,LEFT ARM Fast Medium,Capped,50
Vishnu Vinod,India,28,WICKETKEEPER,RHB,-,Uncapped,20
Priyam Garg,India,21,BATSMAN,RHB,RIGHT ARM Off Spin,Uncapped,20
Saurabh Dubey,India,24,BOWLER,RHB,LEFT ARM Fast Medium,Uncapped,20
Jagadeesha Suchith,India,28,BOWLER,LHB,LEFT ARM Slow Orthodox,Uncapped,20
Shashank Singh,India,30,ALL-ROUNDER,RHB,RIGHT ARM Medium,Uncapped,20
Ravikumar Samarth,India,29,BATSMAN,RHB,RIGHT ARM Off Spin,Uncapped,20
Rahmanullah Gurbaz,Afghanistan,20,WICKETKEEPER,RHB,-,Capped,50
Aaron Finch,Australia,35,BATSMAN,RHB,LEFT ARM Slow Orthodox,Capped,150
Andrew Tye,Australia,35,BOWLER,RHB,RIGHT ARM Fast Medium,Capped,100
Rajat Patidar,India,28,BATSMAN,RHB,RIGHT ARM Off Spin,Uncapped,20
Corbin Bosch,South Africa,27,ALL-ROUNDER,RHB,RIGHT ARM Fast,Uncapped,20
Harshit Rana,India,21,All-rounder,RHB,RIGHT ARM Fast Medium,Uncapped,
Matheesha Pathirana,Sri Lanka,19,BOWLER,RHB,RIGHT ARM Fast,Uncapped,20
Kumar Kartikeya,India,24,ALL-ROUNDER,RHB,LEFT ARM Slow Orthodox,Uncapped,20
Sushant Mishra,India,21,BOWLER,LHB,LEFT ARM Fast Medium,Uncapped,20
Tristan Stubbs,South Africa,23,Wicketkeeper,RHB,RIGHT ARM Off Spin,Capped,
Akash Madhwal,India,28,BOWLER,RHB,RIGHT ARM Fast Medium,Uncapped,20
