,match_id,winner,is_so_match,so_team1_name,so_team2_name,so_team1_score,so_team1_wickets,so_team1_balls_faced,so_team2_score,so_team2_wickets,so_team2_balls_faced
0,1473469,DC,True,RR,DC,11,2,6,13,0,4
