,Player Name,Team,Year,Price,Replacement,Retained,Country,Age,Role,Batting Style,Bowling Style,C/U/A,Base Price
220,Bhuvneshwar Kumar,SRH,2022,4.2,No,No,India,32,Bowler,RHB,Right Arm Fast Medium,Capped,2.0
221,Marco Jansen,SRH,2022,4.2,No,No,South Africa,21,All-Rounder,RHB,Left Arm Fast,Capped,0.5
222,Umran Malik,SRH,2022,4.0,No,Yes,India,22,Bowler,RHB,Right Arm Fast,Uncapped,
223,Abdul Samad,SRH,2022,4.0,No,Yes,India,20,All-Rounder,RHB,Right Arm Leg Spin,Uncapped,
224,T Natarajan,SRH,2022,4.0,No,No,India,30,Bowler,LHB,Left Arm Fast,Capped,1.0
225,Kartik Tyagi,SRH,2022,4.0,No,No,India,21,Bowler,RHB,Right Arm Fast Medium,Uncapped,0.2
226,Aiden Markram,SRH,2022,2.6,No,No,South Africa,27,Batsman,RHB,Right Arm Off Spin,Capped,1.0
227,Sean Abbott,SRH,2022,2.4,No,No,Australia,30,Bowler,RHB,Right Arm Fast,Capped,0.75
228,Glenn Phillips,SRH,2022,1.5,No,No,New Zealand,25,Wicketkeeper,RHB,Right Arm Off Spin,Capped,1.5
229,Shreyas Gopal,SRH,2022,0.75,No,No,India,28,Bowler,RHB,Right Arm Leg Spin,Uncapped,0.2
230,Fazalhaq Farooqi,SRH,2022,0.5,No,No,Afghanistan,21,Bowler,RHB,Left Arm Fast Medium,Capped,0.5
231,Vishnu Vinod,SRH,2022,0.5,No,No,India,28,Wicketkeeper,RHB,-,Uncapped,0.2
232,Priyam Garg,SRH,2022,0.2,No,No,India,21,Batsman,RHB,Right Arm Off Spin,Uncapped,0.2
233,Saurabh Dubey,SRH,2022,0.2,No,No,India,24,Bowler,RHB,Left Arm Fast Medium,Uncapped,0.2
234,Jagadeesha Suchith,SRH,2022,0.2,No,No,India,28,Bowler,LHB,Left Arm Slow Orthodox,Uncapped,0.2
235,Shashank Singh,SRH,2022,0.2,No,No,India,30,All-Rounder,RHB,Right Arm Medium,Uncapped,0.2
236,Ravikumar Samarth,SRH,2022,0.2,No,No,India,29,Batsman,RHB,Right Arm Off Spin,Uncapped,0.2
237,Rahmanullah Gurbaz,GT,2022,0.5,Yes,No,Afghanistan,20,Wicketkeeper,RHB,-,Capped,0.5
238,Aaron Finch,KKR,2022,1.5,Yes,No,Australia,35,Batsman,RHB,Left Arm Slow Orthodox,Capped,1.5
239,Andrew Tye,LSG,2022,1.5,Yes,No,Australia,35,Bowler,RHB,Right Arm Fast Medium,Capped,1.0
240,Rajat Patidar,RCB,2022,0.2,Yes,No,India,28,Batsman,RHB,Right Arm Off Spin,Uncapped,0.2
241,Corbin Bosch,RR,2022,0.2,Yes,No,South Africa,27,All-Rounder,RHB,Right Arm Fast,Uncapped,0.2
242,Harshit Rana,KKR,2022,0.2,Yes,No,India,21,All-Rounder,RHB,Right Arm Fast Medium,Uncapped,
243,Matheesha Pathirana,CSK,2022,0.2,Yes,No,Sri Lanka,19,Bowler,RHB,Right Arm Fast,Uncapped,0.2
244,Kumar Kartikeya,MI,2022,0.2,Yes,No,India,24,All-Rounder,RHB,Left Arm Slow Orthodox,Uncapped,0.2
245,Sushant Mishra,SRH,2022,0.2,Yes,No,India,21,Bowler,LHB,Left Arm Fast Medium,Uncapped,0.2
246,Tristan Stubbs,MI,2022,0.2,Yes,No,South Africa,23,Wicketkeeper,RHB,Right Arm Off Spin,Capped,
247,Akash Madhwal,MI,2022,0.2,Yes,No,India,28,Bowler,RHB,Right Arm Fast Medium,Uncapped,0.2
248,Ben Stokes,CSK,2023,16.25,No,No,England,31,All-Rounder,LHB,Right Arm Fast Medium,Capped,2.0
249,Ravindra Jadeja,CSK,2023,16.0,No,Yes,India,34,All-Rounder,LHB,Left Arm Slow Orthodox,Capped,
250,Deepak Chahar,CSK,2023,14.0,No,Yes,India,30,Bowler,RHB,Right Arm Fast Medium,Capped,
251,MS Dhoni,CSK,2023,12.0,No,Yes,India,41,Wicketkeeper,RHB,-,Capped,
252,Moeen Ali,CSK,2023,8.0,No,Yes,England,35,All-Rounder,LHB,Right Arm Off Spin,Capped,
253,Ambati Rayudu,CSK,2023,6.75,No,Yes,India,37,Batsman,RHB,-,Capped,
254,Ruturaj Gaikwad,CSK,2023,6.0,No,Yes,India,25,Batsman,RHB,-,Capped,
255,Shivam Dube,CSK,2023,4.0,No,Yes,India,29,All-Rounder,LHB,Right Arm Medium,Capped,
256,Mitchell Santner,CSK,2023,1.9,No,Yes,New Zealand,30,All-Rounder,LHB,Left Arm Slow Orthodox,Capped,
257,Rajvardhan Hangargekar,CSK,2023,1.5,No,Yes,India,20,All-Rounder,RHB,Right Arm Fast Medium,Uncapped,
258,Prashant Solanki,CSK,2023,1.2,No,Yes,India,22,Bowler,RHB,Right Arm Leg Spin,Uncapped,
259,Kyle Jamieson,CSK,2023,1.0,No,No,New Zealand,28,Bowler,RHB,Right Arm Fast,Capped,1.0
260,Devon Conway,CSK,2023,1.0,No,Yes,New Zealand,31,Wicketkeeper,LHB,-,Capped,
261,Maheesh Theekshana,CSK,2023,0.7,No,Yes,Sri Lanka,22,Bowler,RHB,Right Arm Off Spin,Capped,
262,Nishant Sindhu,CSK,2023,0.6,No,No,India,18,All-Rounder,LHB,Left Arm Slow Orthodox,Uncapped,0.2
263,Ajinkya Rahane,CSK,2023,0.5,No,No,India,34,Batsman,RHB,-,Capped,0.5
264,Dwaine Pretorius,CSK,2023,0.5,No,Yes,South Africa,33,All-Rounder,RHB,Right Arm Fast Medium,Capped,
265,Matheesha Pathirana,CSK,2023,0.2,No,Yes,Sri Lanka,20,Bowler,RHB,Right Arm Fast,Capped,
266,Mukesh Choudhary,CSK,2023,0.2,No,Yes,India,26,Bowler,LHB,Left Arm Fast Medium,Uncapped,
267,Shaik Rasheed,CSK,2023,0.2,No,No,India,18,Batsman,RHB,Right Arm Leg Spin,Uncapped,0.2
268,Simarjeet Singh,CSK,2023,0.2,No,Yes,India,24,Bowler,RHB,Right Arm Fast Medium,Uncapped,
269,Subhranshu Senapati,CSK,2023,0.2,No,Yes,India,26,Batsman,RHB,-,Uncapped,
270,Bhagath Varma,CSK,2023,0.2,No,No,India,24,All-Rounder,RHB,Right Arm Off Spin,Uncapped,0.2
271,Ajay Mandal,CSK,2023,0.2,No,No,India,27,All-Rounder,LHB,Left Arm Slow Unorthodox,Uncapped,0.2
272,Tushar Deshpande,CSK,2023,0.2,No,Yes,India,27,Bowler,LHB,Right Arm Medium,Uncapped,
273,Rishabh Pant,DC,2023,16.0,No,Yes,India,25,Wicketkeeper,LHB,-,Capped,
274,Axar Patel,DC,2023,12.0,No,Yes,India,28,All-Rounder,LHB,Left Arm Slow Orthodox,Capped,
275,Prithvi Shaw,DC,2023,8.0,No,Yes,India,23,Batsman,RHB,-,Capped,
276,Mitchell Marsh,DC,2023,6.5,No,Yes,Australia,31,All-Rounder,RHB,Right Arm Fast Medium,Capped,
277,Anrich Nortje,DC,2023,6.5,No,Yes,South Africa,29,Bowler,RHB,Right Arm Fast,Capped,
278,David Warner,DC,2023,6.25,No,Yes,Australia,36,Batsman,LHB,-,Capped,
279,Mukesh Kumar,DC,2023,5.5,No,No,India,29,Bowler,RHB,Right Arm Fast Medium,Uncapped,0.2
280,Khaleel Ahmed,DC,2023,5.25,No,Yes,India,25,Bowler,RHB,Left Arm Fast Medium,Capped,
281,Rilee Rossouw,DC,2023,4.6,No,No,South Africa,33,Batsman,LHB,-,Capped,2.0
282,Chetan Sakariya,DC,2023,4.2,No,Yes,India,24,Bowler,LHB,Left Arm Fast Medium,Capped,
283,Rovman Powell,DC,2023,2.8,No,Yes,West Indies,29,All-Rounder,RHB,Right Arm Fast Medium,Capped,
284,Manish Pandey,DC,2023,2.4,No,No,India,33,Batsman,RHB,-,Capped,1.0
285,Mustafizur Rahman,DC,2023,2.0,No,Yes,Bangladesh,27,Bowler,LHB,Left Arm Fast Medium,Capped,
286,Kuldeep Yadav,DC,2023,2.0,No,Yes,India,28,Bowler,LHB,Left Arm Slow Unorthodox,Capped,
287,Phil Salt,DC,2023,2.0,No,No,England,26,Wicketkeeper,RHB,-,Capped,2.0
288,Kamlesh Nagarkoti,DC,2023,1.1,No,Yes,India,22,Bowler,RHB,Right Arm Fast,Uncapped,
289,Lalit Yadav,DC,2023,0.65,No,Yes,India,26,All-Rounder,RHB,Right Arm Off Spin,Uncapped,
290,Ishant Sharma,DC,2023,0.5,No,No,India,34,Bowler,RHB,Right Arm Fast,Capped,0.5
291,Lungi Ngidi,DC,2023,0.5,No,Yes,South Africa,26,Bowler,RHB,Right Arm Fast,Capped,
292,Pravin Dubey,DC,2023,0.5,No,Yes,India,29,All-Rounder,RHB,Right Arm Leg Spin,Uncapped,
293,Yash Dhull,DC,2023,0.5,No,Yes,India,20,Batsman,RHB,-,Uncapped,
294,Ripal Patel,DC,2023,0.2,No,Yes,India,27,All-Rounder,RHB,Right Arm Medium,Uncapped,
295,Aman Khan,DC,2023,0.2,No,Yes,India,26,All-Rounder,RHB,Right Arm Fast Medium,Uncapped,
296,Vicky Ostwal,DC,2023,0.2,No,Yes,India,20,Bowler,LHB,Left Arm Slow Orthodox,Uncapped,
297,Sarfaraz Khan,DC,2023,0.2,No,Yes,India,25,Batsman,RHB,-,Uncapped,
298,Cameron Green,MI,2023,17.5,No,No,Australia,23,All-Rounder,RHB,Right Arm Fast,Capped,2.0
299,Rohit Sharma,MI,2023,16.0,No,Yes,India,35,Batsman,RHB,-,Capped,
300,Ishan Kishan,MI,2023,15.25,No,Yes,India,24,Wicketkeeper,LHB,-,Capped,
301,Jasprit Bumrah,MI,2023,12.0,No,Yes,India,29,Bowler,RHB,Right Arm Fast,Capped,
302,Tim David,MI,2023,8.25,No,Yes,Australia,26,All-Rounder,RHB,Right Arm Off Spin,Capped,
303,Jofra Archer,MI,2023,8.0,No,Yes,England,27,Bowler,RHB,Right Arm Fast,Capped,
304,Suryakumar Yadav,MI,2023,8.0,No,Yes,India,32,Batsman,RHB,-,Capped,
305,Dewald Brevis,MI,2023,3.0,No,Yes,South Africa,19,Batsman,RHB,Right Arm Leg Spin,Uncapped,
306,Tilak Varma,MI,2023,1.7,No,Yes,India,20,All-Rounder,LHB,Right Arm Off Spin,Uncapped,
307,Jhye Richardson,MI,2023,1.5,No,No,Australia,26,Bowler,RHB,Right Arm Fast,Capped,1.5
308,Jason Behrendorff,MI,2023,0.75,No,Yes,Australia,32,Bowler,RHB,Left Arm Fast Medium,Capped,
309,Piyush Chawla,MI,2023,0.5,No,No,India,34,Bowler,LHB,Right Arm Leg Spin,Capped,0.5
310,Arjun Tendulkar,MI,2023,0.3,No,Yes,India,23,All-Rounder,LHB,Left Arm Fast Medium,Uncapped,
311,Kumar Kartikeya,MI,2023,0.2,No,Yes,India,24,Bowler,RHB,Left Arm Slow Orthodox,Uncapped,
312,Duan Jansen,MI,2023,0.2,No,No,South Africa,22,All-Rounder,RHB,Left Arm Fast,Uncapped,0.2
313,Arshad Khan,MI,2023,0.2,No,Yes,India,25,All-Rounder,LHB,Left Arm Fast Medium,Uncapped,
314,Hrithik Shokeen,MI,2023,0.2,No,Yes,India,22,All-Rounder,RHB,Right Arm Off Spin,Uncapped,
315,Akash Madhwal,MI,2023,0.2,No,Yes,India,29,Bowler,RHB,Right Arm Fast Medium,Uncapped,
316,Raghav Goyal,MI,2023,0.2,No,No,India,21,Bowler,LHB,Left Arm Slow Orthodox,Uncapped,0.2
317,Tristan Stubbs,MI,2023,0.2,No,Yes,South Africa,22,Wicketkeeper,RHB,-,Capped,
318,Nehal Wadhera,MI,2023,0.2,No,No,India,22,All-Rounder,LHB,Right Arm Leg Spin,Uncapped,0.2
319,Shams Mulani,MI,2023,0.2,No,No,India,26,All-Rounder,LHB,Left Arm Slow Orthodox,Uncapped,0.2
320,Ramandeep Singh,MI,2023,0.2,No,Yes,India,25,All-Rounder,RHB,Right Arm Medium,Uncapped,
321,Vishnu Vinod,MI,2023,0.2,No,No,India,29,Wicketkeeper,RHB,-,Uncapped,0.2
322,KL Rahul,LSG,2023,17.0,No,Yes,India,30,Wicketkeeper,RHB,-,Capped,
323,Nicholas Pooran,LSG,2023,16.0,No,No,West Indies,27,Wicketkeeper,LHB,-,Capped,2.0
324,Avesh Khan,LSG,2023,10.0,No,Yes,India,26,Bowler,RHB,Right Arm Fast Medium,Capped,
325,Marcus Stoinis,LSG,2023,10.0,No,Yes,Australia,33,All-Rounder,RHB,Right Arm Medium,Capped,
326,Krunal Pandya,LSG,2023,8.25,No,Yes,India,31,All-Rounder,LHB,Left Arm Slow Orthodox,Capped,
327,Mark Wood,LSG,2023,7.5,No,Yes,England,32,Bowler,RHB,Right Arm Fast,Capped,
328,Quinton de Kock,LSG,2023,6.75,No,Yes,South Africa,30,Wicketkeeper,LHB,-,Capped,
329,Deepak Hooda,LSG,2023,5.75,No,Yes,India,27,All-Rounder,RHB,Right Arm Off Spin,Capped,
330,Ravi Bishnoi,LSG,2023,4.0,No,Yes,India,22,Bowler,RHB,Right Arm Leg Spin,Capped,
331,Krishnappa Gowtham,LSG,2023,0.9,No,Yes,India,34,All-Rounder,RHB,Right Arm Off Spin,Capped,
332,Daniel Sams,LSG,2023,0.75,No,No,Australia,30,All-Rounder,RHB,Left Arm Fast,Capped,0.75
333,Amit Mishra,LSG,2023,0.5,No,No,India,40,Bowler,RHB,Right Arm Leg Spin,Capped,0.5
334,Jaydev Unadkat,LSG,2023,0.5,No,No,India,31,Bowler,RHB,Left Arm Fast Medium,Capped,0.5
335,Kyle Mayers,LSG,2023,0.5,No,Yes,West Indies,30,All-Rounder,LHB,Right Arm Medium,Capped,
336,Naveen-ul-Haq,LSG,2023,0.5,No,No,Afghanistan,23,Bowler,RHB,Right Arm Fast Medium,Capped,0.5
337,Romario Shepherd,LSG,2023,0.5,No,No,West Indies,28,All-Rounder,RHB,Right Arm Fast,Capped,0.5
338,Yash Thakur,LSG,2023,0.45,No,No,India,24,Bowler,RHB,Right Arm Fast Medium,Uncapped,0.2
339,Mohsin Khan,LSG,2023,0.2,No,Yes,India,24,Bowler,LHB,Left Arm Fast Medium,Uncapped,
340,Ayush Badoni,LSG,2023,0.2,No,Yes,India,23,All-Rounder,RHB,Right Arm Off Spin,Uncapped,
341,Karan Sharma,LSG,2023,0.2,No,Yes,India,24,All-Rounder,RHB,Right Arm Off Spin,Uncapped,
342,Yudhvir Singh,LSG,2023,0.2,No,No,India,25,All-Rounder,RHB,Right Arm Fast Medium,Uncapped,0.2
343,Mayank Yadav,LSG,2023,0.2,No,Yes,India,20,Bowler,RHB,Right Arm Fast Medium,Uncapped,
344,Prerak Mankad,LSG,2023,0.2,No,No,India,28,All-Rounder,RHB,Right Arm Medium,Uncapped,0.2
345,Swapnil Singh,LSG,2023,0.2,No,No,India,32,All-Rounder,RHB,Left Arm Slow Orthodox,Uncapped,0.2
346,Manan Vohra,LSG,2023,0.2,No,Yes,India,29,Batsman,RHB,-,Uncapped,
347,Hardik Pandya,GT,2023,15.0,No,Yes,India,29,All-Rounder,RHB,Right Arm Fast Medium,Capped,
348,Rashid Khan,GT,2023,15.0,No,Yes,Afghanistan,24,Bowler,RHB,Right Arm Leg Spin,Capped,
349,Rahul Tewatia,GT,2023,9.0,No,Yes,India,29,All-Rounder,LHB,Right Arm Leg Spin,Capped,
350,Shubman Gill,GT,2023,8.0,No,Yes,India,23,Batsman,RHB,-,Capped,
351,Mohammed Shami,GT,2023,6.25,No,Yes,India,32,Bowler,RHB,Right Arm Fast,Capped,
352,Shivam Mavi,GT,2023,6.0,No,No,India,24,Bowler,RHB,Right Arm Fast,Uncapped,0.4
353,Joshua Little,GT,2023,4.4,No,No,Ireland,23,Bowler,RHB,Left Arm Fast,Capped,0.5
354,Yash Dayal,GT,2023,3.2,No,Yes,India,25,Bowler,LHB,Left Arm Fast Medium,Uncapped,
355,Sai Kishore,GT,2023,3.0,No,Yes,India,26,Bowler,LHB,Left Arm Slow Orthodox,Uncapped,
356,David Miller,GT,2023,3.0,No,Yes,South Africa,33,Batsman,LHB,-,Capped,
357,Abhinav Manohar,GT,2023,2.6,No,Yes,India,28,All-Rounder,RHB,Right Arm Leg Spin,Uncapped,
358,Alzarri Joseph,GT,2023,2.4,No,Yes,West Indies,26,Bowler,RHB,Right Arm Fast,Capped,
359,Matthew Wade,GT,2023,2.4,No,Yes,Australia,34,Wicketkeeper,LHB,-,Capped,
360,Kane Williamson,GT,2023,2.0,No,No,New Zealand,32,Batsman,RHB,-,Capped,2.0
361,Wriddhiman Saha,GT,2023,1.9,No,Yes,India,38,Wicketkeeper,RHB,-,Capped,
362,Jayant Yadav,GT,2023,1.7,No,Yes,India,32,All-Rounder,RHB,Right Arm Off Spin,Capped,
363,Vijay Shankar,GT,2023,1.4,No,Yes,India,31,All-Rounder,RHB,Right Arm Medium,Capped,
364,KS Bharat,GT,2023,1.2,No,No,India,29,Wicketkeeper,RHB,-,Uncapped,0.2
365,Mohit Sharma,GT,2023,0.5,No,No,India,34,Bowler,RHB,Right Arm Fast Medium,Capped,0.5
366,Odean Smith,GT,2023,0.5,No,No,West Indies,26,All-Rounder,RHB,Right Arm Fast Medium,Capped,0.5
367,Noor Ahmad,GT,2023,0.3,No,Yes,Afghanistan,17,Bowler,RHB,Left Arm Slow Unorthodox,Capped,
368,Darshan Nalkande,GT,2023,0.2,No,Yes,India,24,Bowler,RHB,Right Arm Fast Medium,Uncapped,
369,Urvil Patel,GT,2023,0.2,No,No,India,24,Wicketkeeper,RHB,-,Uncapped,0.2
370,Sai Sudharsan,GT,2023,0.2,No,Yes,India,21,Batsman,LHB,-,Uncapped,
371,Pradeep Sangwan,GT,2023,0.2,No,Yes,India,32,Bowler,RHB,Left Arm Fast Medium,Uncapped,
372,Andre Russell,KKR,2023,16.0,No,Yes,West Indies,34,All-Rounder,RHB,Right Arm Fast,Capped,
373,Shreyas Iyer,KKR,2023,12.25,No,Yes,India,28,Batsman,RHB,-,Capped,
374,Varun Chakaravarthy,KKR,2023,12.0,No,Yes,India,31,Bowler,RHB,Right Arm Leg Spin,Capped,
375,Shardul Thakur,KKR,2023,10.75,No,Yes,India,31,Bowler,RHB,Right Arm Fast Medium,Capped,
376,Lockie Ferguson,KKR,2023,10.0,No,Yes,New Zealand,31,Bowler,RHB,Right Arm Fast,Capped,
377,Venkatesh Iyer,KKR,2023,8.0,No,Yes,India,28,All-Rounder,LHB,Right Arm Medium,Capped,
378,Nitish Rana,KKR,2023,8.0,No,Yes,India,28,All-Rounder,LHB,Right Arm Off Spin,Capped,
379,Sunil Narine,KKR,2023,6.0,No,Yes,West Indies,34,Bowler,LHB,Right Arm Off Spin,Capped,
380,Umesh Yadav,KKR,2023,2.0,No,Yes,India,35,Bowler,RHB,Right Arm Fast,Capped,
381,Shakib Al Hasan,KKR,2023,1.5,No,No,Bangladesh,36,All-Rounder,LHB,Left Arm Slow Orthodox,Capped,1.5
382,Tim Southee,KKR,2023,1.5,No,Yes,New Zealand,34,Bowler,RHB,Right Arm Fast Medium,Capped,
383,David Wiese,KKR,2023,1.0,No,No,Namibia,37,All-Rounder,RHB,Right Arm Medium,Associate,1.0
384,Narayan Jagadeesan,KKR,2023,0.9,No,No,India,27,Wicketkeeper,RHB,-,Uncapped,0.2
385,Vaibhav Arora,KKR,2023,0.6,No,No,India,25,Bowler,RHB,Right Arm Fast Medium,Uncapped,0.2
386,Rinku Singh,KKR,2023,0.55,No,Yes,India,25,Batsman,LHB,-,Uncapped,
387,Mandeep Singh,KKR,2023,0.5,No,No,India,31,Batsman,RHB,-,Capped,0.5
388,Litton Das,KKR,2023,0.5,No,No,Bangladesh,28,Wicketkeeper,RHB,-,Capped,0.5
389,Rahmanullah Gurbaz,KKR,2023,0.5,No,Yes,Afghanistan,21,Wicketkeeper,RHB,-,Capped,
390,Suyash Sharma,KKR,2023,0.2,No,No,India,19,Bowler,RHB,Right Arm Leg Spin,Uncapped,0.2
391,Harshit Rana,KKR,2023,0.2,No,Yes,India,21,Bowler,RHB,Right Arm Fast Medium,Uncapped,
392,Anukul Roy,KKR,2023,0.2,No,Yes,India,24,All-Rounder,LHB,Left Arm Slow Orthodox,Uncapped,
393,Kulwant Khejroliya,KKR,2023,0.2,No,No,India,31,Bowler,LHB,Left Arm Fast,Uncapped,0.2
394,Sam Curran,PBKS,2023,18.5,No,No,England,24,All-Rounder,LHB,Left Arm Fast Medium,Capped,2.0
395,Liam Livingstone,PBKS,2023,11.5,No,Yes,England,29,All-Rounder,RHB,Right Arm Leg Spin,Capped,
396,Kagiso Rabada,PBKS,2023,9.25,No,Yes,South Africa,27,Bowler,LHB,Right Arm Fast,Capped,
397,Shahrukh Khan,PBKS,2023,9.0,No,Yes,India,27,All-Rounder,RHB,Right Arm Off Spin,Uncapped,
398,Shikhar Dhawan,PBKS,2023,8.25,No,Yes,India,37,Batsman,LHB,-,Capped,
399,Jonny Bairstow,PBKS,2023,6.75,No,Yes,England,33,Wicketkeeper,RHB,-,Capped,
400,Rahul Chahar,PBKS,2023,5.25,No,Yes,India,23,Bowler,RHB,Right Arm Leg Spin,Capped,
401,Arshdeep Singh,PBKS,2023,4.0,No,Yes,India,23,Bowler,LHB,Left Arm Fast Medium,Capped,
402,Harpreet Brar,PBKS,2023,3.8,No,Yes,India,27,Bowler,LHB,Left Arm Slow Orthodox,Uncapped,
403,Raj Bawa,PBKS,2023,2.0,No,Yes,India,20,All-Rounder,LHB,Right Arm Fast Medium,Uncapped,
404,Nathan Ellis,PBKS,2023,0.75,No,Yes,Australia,28,Bowler,RHB,Right Arm Fast Medium,Capped,
405,Prabhsimran Singh,PBKS,2023,0.6,No,Yes,India,22,Wicketkeeper,RHB,-,Uncapped,
406,Rishi Dhawan,PBKS,2023,0.55,No,Yes,India,32,All-Rounder,RHB,Right Arm Fast Medium,Capped,
407,Sikandar Raza,PBKS,2023,0.5,No,No,Zimbabwe,36,All-Rounder,RHB,Right Arm Off Spin,Capped,0.5
408,Bhanuka Rajapaksa,PBKS,2023,0.5,No,Yes,Sri Lanka,31,Batsman,LHB,-,Capped,
409,Harpreet Singh,PBKS,2023,0.4,No,No,India,31,Batsman,LHB,Right Arm Medium,Uncapped,0.2
410,Atharva Taide,PBKS,2023,0.2,No,Yes,India,22,All-Rounder,LHB,Left Arm Slow Orthodox,Uncapped,
411,Mohit Rathee,PBKS,2023,0.2,No,No,India,24,All-Rounder,RHB,Right Arm Leg Spin,Uncapped,0.2
412,Shivam Singh,PBKS,2023,0.2,No,No,India,26,All-Rounder,RHB,Right Arm Off Spin,Uncapped,0.2
413,Vidhwath Kaverappa,PBKS,2023,0.2,No,No,India,24,Bowler,RHB,Right Arm Fast Medium,Uncapped,0.2
414,Jitesh Sharma,PBKS,2023,0.2,No,Yes,India,29,Wicketkeeper,RHB,-,Uncapped,
415,Baltej Singh,PBKS,2023,0.2,No,Yes,India,32,Bowler,RHB,Right Arm Medium,Uncapped,
416,Sanju Samson,RR,2023,14.0,No,Yes,India,28,Wicketkeeper,RHB,-,Capped,
417,Prasidh Krishna,RR,2023,10.0,No,Yes,India,26,Bowler,RHB,Right Arm Fast,Capped,
418,Jos Buttler,RR,2023,10.0,No,Yes,England,32,Wicketkeeper,RHB,-,Capped,
419,Shimron Hetmyer,RR,2023,8.5,No,Yes,West Indies,25,Batsman,LHB,-,Capped,
420,Trent Boult,RR,2023,8.0,No,Yes,New Zealand,33,Bowler,RHB,Left Arm Fast,Capped,
421,Devdutt Padikkal,RR,2023,7.75,No,Yes,India,22,Batsman,LHB,-,Capped,
422,Yuzvendra Chahal,RR,2023,6.5,No,Yes,India,32,Bowler,RHB,Right Arm Leg Spin,Capped,
423,Jason Holder,RR,2023,5.75,No,No,West Indies,31,All-Rounder,RHB,Right Arm Fast,Capped,2.0
424,Ravichandran Ashwin,RR,2023,5.0,No,Yes,India,36,All-Rounder,RHB,Right Arm Off Spin,Capped,
425,Yashasvi Jaiswal,RR,2023,4.0,No,Yes,India,21,Batsman,LHB,-,Uncapped,
426,Riyan Parag,RR,2023,3.8,No,Yes,India,21,All-Rounder,RHB,Right Arm Leg Spin,Uncapped,
427,Navdeep Saini,RR,2023,2.6,No,Yes,India,30,Bowler,RHB,Right Arm Fast,Capped,
428,Adam Zampa,RR,2023,1.5,No,No,Australia,30,Bowler,RHB,Right Arm Leg Spin,Capped,1.5
429,Joe Root,RR,2023,1.0,No,No,England,32,Batsman,RHB,Right Arm Off Spin,Capped,1.0
430,Obed McCoy,RR,2023,0.75,No,Yes,West Indies,25,Bowler,LHB,Left Arm Fast Medium,Capped,
431,Donovan Ferreira,RR,2023,0.5,No,No,South Africa,24,Wicketkeeper,RHB,-,Uncapped,0.2
432,KM Asif,RR,2023,0.3,No,No,India,29,Bowler,RHB,Right Arm Fast,Uncapped,0.3
433,KC Cariappa,RR,2023,0.3,No,Yes,India,28,Bowler,RHB,Right Arm Leg Spin,Uncapped,
434,Kuldeep Sen,RR,2023,0.2,No,Yes,India,26,Bowler,RHB,Right Arm Fast,Uncapped,
435,Dhruv Jurel,RR,2023,0.2,No,Yes,India,21,Wicketkeeper,RHB,-,Uncapped,
436,Kunal Singh Rathore,RR,2023,0.2,No,No,India,20,Wicketkeeper,LHB,-,Uncapped,0.2
437,Abdul Basith,RR,2023,0.2,No,No,India,24,All-Rounder,RHB,Right Arm Off Spin,Uncapped,0.2
438,Akash Vasisht,RR,2023,0.2,No,No,India,28,All-Rounder,LHB,Left Arm Slow Orthodox,Uncapped,0.2
439,Murugan Ashwin,RR,2023,0.2,No,No,India,32,Bowler,RHB,Right Arm Leg Spin,Uncapped,0.2
440,Kuldip Yadav,RR,2023,0.2,No,Yes,India,26,Bowler,RHB,Left Arm Fast Medium,Uncapped,
441,Virat Kohli,RCB,2023,15.0,No,Yes,India,34,Batsman,RHB,-,Capped,
442,Glenn Maxwell,RCB,2023,11.0,No,Yes,Australia,34,All-Rounder,RHB,Right Arm Off Spin,Capped,
443,Harshal Patel,RCB,2023,10.75,No,Yes,India,32,Bowler,RHB,Right Arm Fast Medium,Capped,
444,Wanindu Hasaranga,RCB,2023,10.75,No,Yes,Sri Lanka,25,All-Rounder,RHB,Right Arm Leg Spin,Capped,
445,Josh Hazlewood,RCB,2023,7.75,No,Yes,Australia,31,Bowler,LHB,Right Arm Fast Medium,Capped,
446,Faf du Plessis,RCB,2023,7.0,No,Yes,South Africa,38,Batsman,RHB,-,Capped,
447,Mohammed Siraj,RCB,2023,7.0,No,Yes,India,28,Bowler,RHB,Right Arm Fast,Capped,
448,Dinesh Karthik,RCB,2023,5.5,No,Yes,India,37,Wicketkeeper,RHB,-,Capped,
449,Anuj Rawat,RCB,2023,3.4,No,Yes,India,23,Wicketkeeper,LHB,-,Uncapped,
450,Will Jacks,RCB,2023,3.2,No,No,England,24,Batsman,RHB,Right Arm Off Spin,Capped,1.5
451,Shahbaz Ahmed,RCB,2023,2.4,No,Yes,India,28,All-Rounder,LHB,Left Arm Slow Orthodox,Uncapped,
452,David Willey,RCB,2023,2.0,No,Yes,England,32,All-Rounder,LHB,Left Arm Fast Medium,Capped,
453,Reece Topley,RCB,2023,1.9,No,No,England,29,Bowler,RHB,Left Arm Fast,Capped,0.75
454,Mahipal Lomror,RCB,2023,0.95,No,Yes,India,23,All-Rounder,LHB,Left Arm Slow Orthodox,Uncapped,
455,Finn Allen,RCB,2023,0.8,No,Yes,New Zealand,23,Wicketkeeper,RHB,-,Capped,
456,Siddarth Kaul,RCB,2023,0.75,No,Yes,India,32,Bowler,RHB,Right Arm Fast Medium,Capped,
457,Rajan Kumar,RCB,2023,0.7,No,No,India,26,Bowler,LHB,Left Arm Fast,Uncapped,0.2
