,match_id,winner,venue,year,toss_winner,toss_decision,match_type,team_1,team_1_score,team_1_wickets,team_1_balls_faced,team_2,team_2_score,team_2_wickets,team_2_balls_faced
126,1359520,MI,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2023,MI,field,Group Stage,PBKS,214,3,120,MI,216,4,116
127,1359536,GT,"Narendra Modi Stadium, Ahmedabad",2023,SRH,field,Group Stage,GT,188,9,120,SRH,154,9,120
128,1304058,LSG,"Dr DY Patil Sports Academy, Mumbai",2022,SRH,field,Group Stage,LSG,169,7,120,SRH,157,9,120
129,1473498,GT,"Arun Jaitley Stadium, Delhi",2025,GT,field,Group Stage,DC,199,3,120,GT,205,0,117
130,1473477,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025,DC,field,Group Stage,LSG,159,6,120,DC,161,2,110
131,1426293,MI,"Wankhede Stadium, Mumbai",2024,MI,field,Group Stage,SRH,173,8,120,MI,174,3,108
132,1304074,SRH,"Dr DY Patil Sports Academy, Mumbai",2022,SRH,field,Group Stage,PBKS,151,10,120,SRH,152,3,116
133,1304062,GT,"Brabourne Stadium, Mumbai",2022,GT,field,Group Stage,PBKS,189,9,120,GT,190,4,120
134,1473508,RCB,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2025,RCB,field,Qualifier 1,PBKS,101,10,87,RCB,106,2,60
135,1426285,KKR,"Eden Gardens, Kolkata",2024,DC,bat,Group Stage,DC,153,9,120,KKR,157,3,101
136,1304108,GT,"Wankhede Stadium, Mumbai",2022,CSK,bat,Group Stage,CSK,133,5,120,GT,137,3,119
137,1312199,RR,"Narendra Modi Stadium, Ahmedabad",2022,RR,field,Qualifier 2,RCB,157,8,120,RR,161,3,109
138,1473462,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",2025,KKR,field,Group Stage,CSK,103,9,120,KKR,107,2,65
139,1359523,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",2023,CSK,field,Group Stage,MI,139,8,120,CSK,140,4,109
140,1359489,LSG,"M Chinnaswamy Stadium, Bengaluru",2023,LSG,field,Group Stage,RCB,212,2,120,LSG,213,9,120
141,1426300,RCB,"M Chinnaswamy Stadium, Bengaluru",2024,DC,field,Group Stage,RCB,187,9,120,DC,140,10,120
142,1359535,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",2023,CSK,bat,Group Stage,CSK,144,6,120,KKR,147,4,118
143,1422139,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,LSG,bat,Group Stage,LSG,163,5,120,GT,130,10,120
144,1473474,RCB,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2025,RCB,field,Group Stage,PBKS,157,6,120,RCB,159,3,114
145,1426290,RCB,"M Chinnaswamy Stadium, Bengaluru",2024,RCB,field,Group Stage,GT,147,10,120,RCB,152,6,83
146,1359519,No Result,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,CSK,field,Group Stage,LSG,125,7,118,CSK,0,0,0
147,1304077,RCB,"Dr DY Patil Sports Academy, Mumbai",2022,LSG,field,Group Stage,RCB,181,6,120,LSG,163,8,120
148,1304098,RR,"Wankhede Stadium, Mumbai",2022,PBKS,bat,Group Stage,PBKS,189,5,120,RR,190,4,120
149,1473458,RCB,"Wankhede Stadium, Mumbai",2025,MI,field,Group Stage,RCB,221,5,120,MI,209,9,120
150,1304061,LSG,"Dr DY Patil Sports Academy, Mumbai",2022,LSG,field,Group Stage,DC,149,3,120,LSG,155,4,120
151,1426286,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,LSG,field,Group Stage,MI,144,7,120,LSG,145,6,120
152,1426269,RR,"Eden Gardens, Kolkata",2024,RR,field,Group Stage,KKR,223,6,120,RR,224,8,120
153,1473481,No Result,"Eden Gardens, Kolkata",2025,PBKS,bat,Group Stage,PBKS,201,4,120,KKR,7,0,7
154,1304104,DC,"Dr DY Patil Sports Academy, Mumbai",2022,DC,field,Group Stage,RR,160,6,120,DC,161,2,114
155,1473439,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2025,RR,field,Group Stage,SRH,286,6,120,RR,242,6,120
156,1422123,GT,"Narendra Modi Stadium, Ahmedabad",2024,MI,field,Group Stage,GT,168,6,120,MI,162,9,120
157,1359485,RR,"Barsapara Cricket Stadium, Guwahati",2023,DC,field,Group Stage,RR,199,4,120,DC,142,9,120
158,1422135,PBKS,"Narendra Modi Stadium, Ahmedabad",2024,PBKS,field,Group Stage,GT,199,4,120,PBKS,200,7,120
159,1359539,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2023,RCB,field,Group Stage,SRH,186,5,120,RCB,187,2,120
160,1359493,SRH,"Eden Gardens, Kolkata",2023,KKR,field,Group Stage,SRH,228,4,120,KKR,205,7,120
161,1473478,MI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2025,MI,field,Group Stage,SRH,143,8,120,MI,146,3,95
162,1473497,PBKS,"Sawai Mansingh Stadium, Jaipur",2025,PBKS,bat,Group Stage,PBKS,219,5,120,RR,209,7,120
163,1304112,LSG,"Dr DY Patil Sports Academy, Mumbai",2022,LSG,bat,Group Stage,LSG,210,0,120,KKR,208,8,120
164,1304057,PBKS,"Brabourne Stadium, Mumbai",2022,CSK,field,Group Stage,PBKS,180,8,120,CSK,126,10,112
165,1422119,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",2024,RCB,bat,Group Stage,RCB,173,6,120,CSK,176,4,120
166,1426273,SRH,"Arun Jaitley Stadium, Delhi",2024,DC,field,Group Stage,SRH,266,7,120,DC,199,10,120
167,1359515,PBKS,"MA Chidambaram Stadium, Chepauk, Chennai",2023,CSK,bat,Group Stage,CSK,200,4,120,PBKS,201,6,120
168,1473511,RCB,"Narendra Modi Stadium, Ahmedabad",2025,PBKS,field,Final,RCB,190,9,120,PBKS,184,7,120
169,1473454,DC,"MA Chidambaram Stadium, Chepauk, Chennai",2025,DC,bat,Group Stage,DC,183,6,120,CSK,158,5,120
170,1304094,PBKS,"Dr DY Patil Sports Academy, Mumbai",2022,GT,bat,Group Stage,GT,143,8,120,PBKS,145,2,100
171,1359542,LSG,"Eden Gardens, Kolkata",2023,KKR,field,Group Stage,LSG,176,8,120,KKR,175,7,120
172,1473507,RCB,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025,RCB,field,Group Stage,LSG,227,3,120,RCB,230,4,117
173,1473442,PBKS,"Narendra Modi Stadium, Ahmedabad",2025,GT,field,Group Stage,PBKS,243,5,120,GT,232,5,120
174,1304082,SRH,"Brabourne Stadium, Mumbai",2022,SRH,field,Group Stage,RCB,68,10,105,SRH,72,1,49
175,1359503,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",2023,CSK,field,Group Stage,SRH,134,7,120,CSK,138,3,112
176,1426265,RR,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2024,RR,field,Group Stage,PBKS,147,8,120,RR,152,7,120
177,1426264,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,LSG,bat,Group Stage,LSG,167,7,120,DC,170,4,112
178,1359502,DC,"Arun Jaitley Stadium, Delhi",2023,DC,field,Group Stage,KKR,127,10,120,DC,128,6,120
179,1304083,LSG,"Wankhede Stadium, Mumbai",2022,MI,field,Group Stage,LSG,168,6,120,MI,132,8,120
180,1473506,PBKS,"Sawai Mansingh Stadium, Jaipur",2025,PBKS,field,Group Stage,MI,184,7,120,PBKS,187,3,118
181,1473443,KKR,"Barsapara Cricket Stadium, Guwahati",2025,KKR,field,Group Stage,RR,151,9,120,KKR,153,2,110
182,1304095,RCB,"Maharashtra Cricket Association Stadium, Pune",2022,CSK,field,Group Stage,RCB,173,8,120,CSK,160,8,120
183,1359543,MI,"Wankhede Stadium, Mumbai",2023,MI,field,Group Stage,SRH,200,5,120,MI,201,2,113
184,1473510,PBKS,"Narendra Modi Stadium, Ahmedabad",2025,PBKS,field,Qualifier 2,MI,203,6,120,PBKS,207,5,118
185,1473455,RR,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2025,PBKS,field,Group Stage,RR,205,4,120,PBKS,155,9,120
186,1359514,SRH,"Arun Jaitley Stadium, Delhi",2023,SRH,bat,Group Stage,SRH,197,6,120,DC,188,6,120
187,1426272,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,LSG,field,Group Stage,CSK,176,6,120,LSG,180,2,120
188,1304113,RCB,"Wankhede Stadium, Mumbai",2022,GT,bat,Group Stage,GT,168,5,120,RCB,170,2,115
189,1304056,GT,"Maharashtra Cricket Association Stadium, Pune",2022,DC,field,Group Stage,GT,171,6,120,DC,157,9,120
190,1473479,RCB,"M Chinnaswamy Stadium, Bengaluru",2025,RR,field,Group Stage,RCB,205,5,120,RR,194,9,120
191,1359538,DC,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2023,PBKS,field,Group Stage,DC,213,2,120,PBKS,198,8,120
192,1359492,GT,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2023,GT,field,Group Stage,PBKS,153,8,120,GT,154,4,119
193,1422134,KKR,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2024,KKR,bat,Group Stage,KKR,272,7,120,DC,166,10,110
194,1359484,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,SRH,bat,Group Stage,SRH,121,8,120,LSG,127,5,101
195,1473438,RCB,"Eden Gardens, Kolkata",2025,RCB,field,Group Stage,KKR,174,8,120,RCB,177,3,99
196,1422122,RR,"Sawai Mansingh Stadium, Jaipur",2024,RR,bat,Group Stage,RR,193,4,120,LSG,173,6,120
197,1304105,MI,"Wankhede Stadium, Mumbai",2022,MI,field,Group Stage,CSK,97,10,104,MI,103,5,94
198,1473480,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",2025,SRH,field,Group Stage,CSK,154,10,120,SRH,155,5,120
199,1426287,PBKS,"MA Chidambaram Stadium, Chepauk, Chennai",2024,PBKS,field,Group Stage,CSK,162,7,120,PBKS,163,3,116
200,1426268,SRH,"M Chinnaswamy Stadium, Bengaluru",2024,RCB,field,Group Stage,SRH,287,3,120,RCB,262,7,120
201,1304060,KKR,"Maharashtra Cricket Association Stadium, Pune",2022,KKR,field,Group Stage,MI,161,4,120,KKR,162,5,97
202,1473459,PBKS,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2025,PBKS,bat,Group Stage,PBKS,219,6,120,CSK,201,5,120
203,1304076,RR,"Brabourne Stadium, Mumbai",2022,KKR,field,Group Stage,RR,217,5,120,KKR,210,10,120
204,1304099,LSG,"Maharashtra Cricket Association Stadium, Pune",2022,KKR,field,Group Stage,LSG,176,7,120,KKR,101,10,89
205,1426291,CSK,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2024,PBKS,field,Group Stage,CSK,167,9,120,PBKS,139,9,120
206,1359518,DC,"Narendra Modi Stadium, Ahmedabad",2023,DC,bat,Group Stage,DC,130,8,120,GT,125,6,120
207,1473475,MI,"Wankhede Stadium, Mumbai",2025,MI,field,Group Stage,CSK,176,5,120,MI,177,1,102
208,1422138,MI,"Wankhede Stadium, Mumbai",2024,DC,field,Group Stage,MI,234,5,120,DC,205,8,120
209,1359534,RCB,"Sawai Mansingh Stadium, Jaipur",2023,RCB,bat,Group Stage,RCB,171,5,120,RR,59,10,65
210,1359522,GT,"Sawai Mansingh Stadium, Jaipur",2023,RR,bat,Group Stage,RR,118,10,114,GT,119,1,84
211,1359488,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2023,SRH,field,Group Stage,PBKS,143,9,120,SRH,145,2,103
212,1473463,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025,LSG,field,Group Stage,GT,180,6,120,LSG,186,4,120
213,1304109,RR,"Brabourne Stadium, Mumbai",2022,RR,bat,Group Stage,RR,178,6,120,LSG,154,8,120
214,1312198,RCB,"Eden Gardens, Kolkata",2022,LSG,field,Eliminator,RCB,207,4,120,LSG,193,6,120
215,1473468,PBKS,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2025,PBKS,bat,Group Stage,PBKS,111,10,96,KKR,95,10,92
216,1473487,MI,"Sawai Mansingh Stadium, Jaipur",2025,RR,field,Group Stage,MI,217,2,120,RR,117,10,100
217,1304102,KKR,"Dr DY Patil Sports Academy, Mumbai",2022,MI,field,Group Stage,KKR,165,9,120,MI,113,10,107
218,1304047,KKR,"Wankhede Stadium, Mumbai",2022,KKR,field,Group Stage,CSK,131,5,120,KKR,133,4,111
219,1422125,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",2024,GT,field,Group Stage,CSK,206,6,120,GT,143,8,120
220,1359483,KKR,"Eden Gardens, Kolkata",2023,RCB,field,Group Stage,KKR,204,7,120,RCB,123,10,107
